Name,Year
Barbara Fletcher,2008
C. C. Young,2008
J. Buescher,2008
Louis L. Whitcomb,2008
S. T. Martin,2008
Sarah E. Webster,2008
Michael V. Jakuba,2008
Francesco Maurelli,2008
Szymon Krupinski,2008
Yvan Petillot,2008
Joaquim Salvi,2008
M.T. Silvia,2002
R.T. Richards,2002
T. McGinnis,2007
C.P. Henze,2007
Kyle E. Conroy,2007
Diba Mirza,2007
Curt Schurgers,2007
F. Ziemer,1994
J. Dittmer,1994
Clayton Kunz,2008
Hanwant B. Singh,2008
Richard F. Lee,1986
Stephen M. Smith,1997
D. Kronen,1997
J. MacArthur,1976
C. von Alt,2001
B. Allen,2001
T. Austin,2001
Forrester Ned C,2001
R. Goldsborough,2001
Marc Purcell,2001
R. Stokey,2001
E.M. Sozer,2001
John G. Proakis,2001
F. Blackmon,2001
Jan Albiez,2015
Sylvain Joyeux,2015
Christopher Gaudig,2015
Jens Hilljegerdes,2015
Sven Kroffke,2015
Christian Schoo,2015
Sascha Arnold,2015
Geovane Mimoso,2015
Pedro Henrique Alcantara,2015
Rafael Saback,2015
Joao Britto,2015
Diego Cesar,2015
Gustavo Machado das Neves,2015
Thomio Watanabe,2015
Patrick Merz Paranhos,2015
Marco S. Reis,2015
Frank Kirchnery,2015
Pere Ridao,2004
E. Batlle,2004
David Ribas,2004
Marc Carreras,2004
R.A. Iitis,2005
Hua Lee,2005
Ryan Kastner,2005
Daniel Doonan,2005
Tricia Fu,2005
R. Moore,2005
M. Chin,2005
Eddie N. Bernard,2011
Christian Meinig,2011
Milan Stojanovic,2002
Lutz Freitag,2002
John J. Leonard,2002
Paul Newman,2002
Lee Freitag,2005
Martin Grund,2005
Partan J,2005
Keenan Ball,2005
S. K. Singh,2005
P Koski,2005
T. Oberg,2006
B.S. Nilsson,2006
N. Olofsson,2006
Magnus Lundberg Nordenvaad,2006
Erland Sangfelt,2006
Ove Kent Hagen,2010
Kjetil Bergh Anonsen,2010
Magne Mandt,2010
David W. Edgington,2006
David B. Cline,2006
D. Davis,2006
I. Kerkez,2006
Jérôme Mariette,2006
Brandon Cochenour,2007
L. Mullen,2007
Alan Laux,2007
M. Grund,2006
Lee Freitag,2006
James C. Preisig,2006
Keenan Ball,2006
Kristof Richmond,2006
Stephen M. Rock,2006
J. Seemann,1997
Friedwart Ziemer,1997
C.M. Senet,1997
J. Vaganay,2005
M. Elkins,2005
S. Willcox,2005
Franz S. Hover,2005
Robert S. Damus,2005
S. Desset,2005
J. Morash,2005
Victor Polidoro,2005
K.N. Leabourne,1998
Stephen M. Rock,1998
X. P. Xu,1997
Shahriar Negahdaripour,1997
Christian Meinig,2005
S. Stalin,2005
A.I. Nakamura,2005
Frank I. Gonzalez,2005
Hugh B. Milburn,2005
E.O. Belcher,2002
Warren L. J. Fox,2002
William Howard Hanot,2002
Hanwant B. Singh,1997
Maree K. Bowen,1997
Franz S. Hover,1997
P. LeBas,1997
Dana R. Yoerger,1997
Lee Freitag,1997
Marvin Johnson,1997
Milan Stojanovic,1997
T. Casey,2007
B. Guimond,2007
J. Hu,2007
Nusrat Nowsheen,2010
Craig H. Benson,2010
Michael R. Frater,2010
Jim Thomson,2010
Brian Polagye,2010
Marshall C. Richmond,2010
Vibhav Durgesh,2010
