Name,Year,Gender
Jacob Kortbek,2008,M
Jens Jensen,2008,M
Kim Gammelmark,2008,M
Odile Bonnefous,1988,F
Martin F. Schiffner,2011,M
Georg Schmitz,2011,M
C.R. Cooley,1994,M
B.S. Robinson,1994,M
A. Abbate,1994,F
J. Koay,1994,M
Julius Frankel,1994,M
S. C. Schroeder,1994,M
P. Das,1994,M
F. Stuart Foster,1994,M
Hiroyuki Obara,1994,M
T.S. Bloomfield,1994,M
L.K. Ryan,1994,M
G. W. Lockwood,1994,M
Ken-ya Hashimoto,1986,M
M. Yarnaguchi,1986,F
Dennis F. Thompson,1986,M
B.A. Auld,1986,F
A.T. Bryant,1981,M
D.L. Lee,1981,M
John F. Vetelino,1981,M
Kenneth Meade Lakin,1980,M
Jing Wang,1980,M
R.L. Baer,1992,M
Curt A. Flory,1992,F
M. Tom-Moy,1992,M
D. Solomon,1992,M
Nicolas Rognin,2008,M
Peter Frinking,2008,M
M. Costa,2008,M
Marcel Arditi,2008,F
Alfonso Rodriguez-Molares,2018,M
Ole Marius Hoel Rindal,2018,M
Jan D'hooge,2018,M
Svein-Erik Måsøy,2018,M
Andreas Austeng,2018,M
Hans Torp,2018,M
L.F. Brown,1992,M
K.H. Yen,1979,M
K.F. Lau,1979,M
R.S. Kagiwada,1979,F
Benedict Costello,1989,M
B.A. Martin,1989,M
Richard M. White,1989,M
Clinton S. Hartmann,1992,M
D.P. Chen,1992,M
J. Heighway,1992,M
Koji Hashimoto,1994,M
Masafumi Yamaguchi,1994,F
Benjamin P. Abbott,1995,M
Ken-ya Hashimoto,1995,M
Jiann-Shiun Yuan,2006,F
X. S. Jiang,2006,M
Kevin A. Snook,2006,F
Paul W. Rehrig,2006,M
T.R. Shrout,2006,M
Wesley S. Hackenberger,2006,M
Andrew F. Cheng,2006,M
Piergiorgio Cao,2006,M
G. Lavalelle,2006,F
Xinhua Geng,2006,F
N. M. Shorrocks,1981,M
Roger W. Whatmore,1981,M
F. W. Ainger,1981,M
I.M. Young,1981,F
James F. Greenleaf,1977,M
S. C. Johnson,1977,M
Robert C. Bahn,1977,M
Satoshi Umemura,1989,F
Nagahiko Yumita,1989,F
Ryuichiro Nishigaki,1989,M
Koshiro Umemura,1989,F
B. Hadimioglu,1993,M
Eric G. Rawson,1993,M
R. Lujan,1993,M
M. Lim,1993,M
J.C. Zesch,1993,M
Butrus T. Khuri-Yakub,1993,M
Calvin F. Quate,1993,M
Dong Chul Shim,2010,M
David A. Feld,2010,M
Amin Nikoozadeh,2004,F
B. Bayram,2004,M
Goksen G. Yaralioglu,2004,M
Butrus T. Khuri-Yakub,2004,M
Daniel Royer,1994,M
Olivier Casula,1994,F
Monica Siepmann,2011,F
Georg Schmitz,2011,M
Jessica Bzyl,2011,F
Moritz Palmowski,2011,M
Fabian Kiessling,2011,F
