Name,Year
Zhen-Hua Ling,2018
Yuan Jiang,2018
Ming Zhou,2018
Li-Rong Dai,2018
Nicholas Cummins,2011
Julien Epps,2011
Michael Breakspear,2011
Roland Goecke,2011
Dong Yu,2011
Li Deng,2011
Heidi Christensen,2010
Jon Barker,2010
Ning Ma,2010
Phil D. Green,2010
Igor Szöke,2005
Petr Schwarz,2005
Pavel Matejka,2005
Lukas Burget,2005
Martin Karafiat,2005
Michal Fapso,2005
Jan Cernocký,2005
Esther Levin,1997
Roberto Pieraccini,1997
Jean-Luc Gauvain,2004
Abdelkhalek Messaoudi,2004
Holger Schwenk,2004
Shakti P. Rath,2013
Daniel Povey,2013
Karel Veselý,2013
Jan Cernocký,2013
Neville Ryant,2019
Kenneth Church,2019
Christopher Cieri,2019
Alejandrina Cristia,2019
Jun Du,2019
Sriram Ganapathy,2019
Mark Liberman,2019
Gerhard Doblinger,1995
Jasha Droppo,2001
Li Deng,2001
Alex Acero,2001
João Amato Neto,1995
Luis Almeida,1995
Mike Hochberg,1995
Ciro R. Martins,1995
Luís Nunes,1995
Steve Renals,1995
Tony Robinson,1995
Genichiro Kikui,2003
Eiichiro Sumita,2003
Toshiyuki Takezawa,2003
Seiichi Yamamoto,2003
Stefan Kombrink,2011
Tomas Mikolov,2011
Martin Karafiat,2011
Lukas Burget,2011
Jean-Luc Gauvain,1998
Lori Lamel,1998
Gilles Adda,1998
Andreas Stolcke,1998
Elizabeth Shriberg,1998
Rebecca Bates,1998
Mari Ostendorf,1998
Dilek Zeynep Hakkani,1998
Madelaine Plauché,1998
Gokhan Tur,1998
Yu Lu,1998
Kallirroi Georgila,2006
James Henderson,2006
Oliver Lemon,2006
Steve Young,2002
Aren Jansen,2010
Kenneth Church,2010
Hynek Hermansky,2010
Stephen Shum,2011
Najim Dehak,2011
Ekapol Chuangsuwanich,2011
Douglas A. Reynolds,2011
James Glass,2011
Matthias Sperber,2018
Jan Niehues,2018
Graham Neubig,2018
Sebastian Stüker,2018
Alex Waibel,2018
Mattia Antonino Di Gangi,2019
Matteo Negri,2019
Marco Turchi,2019
Alexandre Défossez,2020
Gabriel Synnaeve,2020
Yossi Adi,2020
Stephen Sutton,1998
Ronald A. Cole,1998
Jacques de Villiers,1998
Johan Schalkwyk,1998
Pieter Vermeulen,1998
Michael W. Macon,1998
Yonghong Yan,1998
Edward J. Kaiser,1998
Brian K. Rundle,1998
Khaldoun Shobaki,1998
John-Paul Hosom,1998
Alexander Kain,1998
Johan Wouters,1998
Dominic W. Massaro,1998
Michael B. Cohen,1998
Jing Huang,2002
Geoffrey Zweig,2002
Jiahong Yuan,2006
Mark Liberman,2006
Christopher Cieri,2006
Francis Charpentier,1989
Eric Moulines,1989
Tomoki Toda,2016
Ling-Hui Chen,2016
Daisuke Saito,2016
Fernando Villavicencio,2016
Mirjam Wester,2016
Zhizheng Wu,2016
Junichi Yamagishi,2016
Pengcheng Li,2018
Yan Song,2018
Ian McLoughlin,2018
Wu Guo,2018
Li-Rong Dai,2018
Norbert Braunschweiler,2010
Mark J. F. Gales,2010
Sabine Buchholz,2010
Paul C. Bagshaw,1993
Steven M. Hiller,1993
Mervyn Jack,1993
Samy Bengio,2014
Georg Heigold,2014
Ankur Bapna,2017
Gokhan Tur,2017
Dilek Hakkani-Tur,2017
Larry Heck,2017
Galina Lavrentyeva,2019
Sergey Novoselov,2019
Andzhukaev Tseren,2019
Marina Volkova,2019
Artem Gorlanov,2019
Alexandr Kozlov,2019
Pavel Matejka,2005
Petr Schwarz,2005
Jan Cernocký,2005
Pavel Chytil,2005
Laurence Devillers,2006
Laurence Vidrascu,2006
Zhizheng Wu,2012
Chng Eng Siong,2012
Haizhou Li,2012
Jason D. Williams,2008
Gautam Bhattacharya,2017
Jahangir Alam,2017
Patrick Kenny,2017
Iker Luengo,2005
Eva Navas,2005
Inmaculada Hernáez,2005
Jon Sanchez,2005
Norbert Reithinger,1997
Martin Klesen,1997
Alan W. Black,1995
Nick Campbell,1995
Shubham Toshniwal,2017
Michael B. Hall,2017
Liang Lu,2017
Karen Livescu,2017
David S. Dean,2010
Sridha Sridharan,2010
Robert F. Vogt,2010
Michael Mason,2010
Mirjam Killer,2003
Sebastian St ¨ uker,2003
Tanja Schultz,2003
S.M. Yacoub,2003
Steven J. Simske,2003
Xiaofan Lin,2003
John A. Burns,2003
Promod Yenigalla,2018
Abhay Kumar,2018
Suraj Tripathi,2018
Chirag Singh,2018
Sibsambhu Kar,2018
Jithendra Vepa,2018
Alvin F. Martin,2003
Mark A. Przybocki,2003
Maximilian Schmitt,2016
Fabien Ringeval,2016
Björn Schuller,2016
Yuchen Liu,2019
Hao Xiong,2019
Jiajun Zhang,2019
Zhongjun He,2019
Hua Wu,2019
Haifeng Wang,2019
Volker Steinbiss,1994
Bach-Hiep Tran,1994
Hermann Ney,1994
Serdar Yildirim,2004
Murtaza Bulut,2004
Chul Hee Lee,2004
Abe Kazemzadeh,2004
Zhigang Deng,2004
Sungbok Lee,2004
Shrikanth S. Narayanan,2004
Carlos Busso,2004
Srinivas Parthasarathy,2017
Carlos Busso,2017
Pedro R. Moreno,1998
Christopher F. Joerg,1998
J.-M. Van Thong,1998
Oren Glickman,1998
Rivka Levitan,2011
Julia Hirschberg,2011
Korin Richmond,2011
Phil Hoole,2011
Simon King,2011
Zhuo Chen,2015
Shinji Watanabe,2015
Hakan Erdogan,2015
John W.B. Hershey,2015
Mireia Farrús,2007
Javier Hernando,2007
Pascual Ejarque,2007
Philippe Dreuw,2007
David Rybach,2007
Thomas Deselaers,2007
Morteza Zahedi,2007
Hermann Ney,2007
Chanwoo Kim,2008
Richard M. Stern,2008
Hynek Hermansky,1991
Nelson Morgan,1991
Aruna Bayya,1991
Phil Kohn,1991
Alan W. Black,2006
Ronald A. Cole,1995
Mike Noel,1995
Terri Lander,1995
T. Durham,1995
Bo Li,2016
Tara N. Sainath,2016
Ron Weiss,2016
Kevin R. Wilson,2016
Michiel Bacchiani,2016
Wolfgang Wahlster,2001
Norbert Reithinger,2001
Anselm Blocher,2001
Joseph Tepperman,2006
David Traum,2006
Shrikanth S. Narayanan,2006
C. Chesta,1999
Olivier Siohan,1999
Chin-Hui Lee,1999
Kuan-Ting Chen,2000
Wen-Wei Liau,2000
Hsin-Min Wang,2000
Lin-Shan Lee,2000
Pavel Golik,2013
Patrick Doetsch,2013
Hermann Ney,2013
Björn Schuller,2017
Stefan Steidl,2017
Anton Batliner,2017
Elika Bergelson,2017
Jarek Krajewski,2017
Christoph Janott,2017
Andrei Amatuni,2017
Marisa Casillas,2017
Amdanda Seidl,2017
Melanie Soderstrom,2017
Anne S. Warlaumont,2017
Guillermo Hidalgo,2017
Sebastian Schnieder,2017
Clemens Heiser,2017
Winifried Hohenhorst,2017
Michael H. Herzog,2017
Maximilian Schmitt,2017
Kun Qian,2017
Yue Zhang,2017
George Trigeorgis,2017
Panagiotis Tzirakis,2017
Stefanos Zafeiriou,2017
Naoya Takahashi,2016
Michael Gygli,2016
Beat Pfister,2016
Luc Van Gool,2016
Ju-chieh Chou,2019
Cheng-chieh Yeh,2019
Hung-yi Lee,2019
Jon Barker,2000
Ljubomir Josifovski,2000
Martin Cooke,2000
Phil D. Green,2000
Qifeng Zhu,2004
Barry Y. Chen,2004
Nelson Morgan,2004
Andreas Stolcke,2004
Thomas Kemp,1999
Alex Waibel,1999
M. Kemal Sönmez,1998
Elizabeth Shriberg,1998
Larry Heck,1998
Mitchel Weintraub,1998
Mickael Rouvier,2013
Grégor Dupuy,2013
Elie Khoury,2013
Teva Merlin,2013
Sylvain Meignier,2013
M. Schroeder,2001
Roddy Cowie,2001
Ellen Douglas-Cowie,2001
Machiel Westerdijk,2001
Stan C. A. M. Gielen,2001
Susanne Burger,2002
Victoria MacLaren,2002
Hua Yu,2002
Douglas A. Reynolds,2017
Elliot Singer,2017
Seyed Jafar Sadjadi,2017
Timothée N. Kheyrkhah,2017
Audrey N. Tong,2017
Craig S. Greenberg,2017
Lisa Reyes Mason,2017
Jaime Hernandez-Cordero,2017
Aviv Gabbay,2018
Asaph Shamir,2018
Shmuel Peleg,2018
Bhiksha Raj,2010
Tuomas Virtanen,2010
Sourish Chaudhuri,2010
Rita Singh,2010
Marcin E. Witkowski,2017
Stanisław Kacprzak,2017
Piotr Żelasko,2017
Konrad Kowalczyk,2017
Jadwiga Gałka,2017
Albino Nogueiras,2001
Asunción Moreno,2001
Antonio Bonafonte,2001
José B. Mariño,2001
