Name,Year,Gender
Zhi-Xin Wang,2019,F
Kui Jia,2019,F
Jean-Philippe Tardif,2008,M
Y. Pavlidis,2008,M
Vijay Kumar,2008,M
Matei Ciocarlie,2007,F
Corey Goldfeder,2007,M
Pamela K. Allen,2007,F
Yusuke Kuwata,2008,M
Gaston A. Fiore,2008,F
Jeremy C.M. Teo,2008,M
Emilio Frazzoli,2008,M
Jonathan P. How,2008,M
Davide Scaramuzza,2006,F
Agostino Martinelli,2006,M
Roland Siegwart,2006,M
Franziska Zacharias,2007,M
C. Borst,2007,M
Gerd Hirzinger,2007,M
Julius Ziegler,2009,M
Christoph Stiller,2009,M
Edward J. Johns,2016,M
Stefan Leutenegger,2016,M
Andrew J. Davison,2016,M
Stefan Hrabar,2005,M
Gaurav S. Sukhatme,2005,M
Peter Corke,2005,M
Kevin Usher,2005,M
Jay Roberts,2005,M
X. K. Zhou,2006,M
Stergios I. Roumeliotis,2006,M
Jann Poppinga,2008,F
Narunas Vaskevicius,2008,M
Andreas Birk,2008,M
Kaustubh Pathak,2008,M
Bianca S. Homberg,2015,F
Robert K. Katzschmann,2015,M
Mehmet R. Dogar,2015,M
Daniela Rus,2015,M
Michael Unser,2015,M
Sammy Omari,2015,M
Marco Hutter,2015,M
Roland Siegwart,2015,M
Tadanobu Inoue,2017,M
Giovanni De Magistris,2017,M
Asim Munawar,2017,M
Tsuyoshi Yokoya,2017,F
Ryuki Tachibana,2017,F
Matteo Cianchetti,2013,M
Tommaso Ranzani,2013,F
Giada Gerboni,2013,F
Iris De Falco,2013,M
Cecilia Laschi,2013,F
Arianna Menciassi,2013,F
A. F. Brooks,2005,F
Tobias Kaupp,2005,M
Alexei Makarenko,2005,M
Steven Williams,2005,M
Anders Orebäck,2005,M
Takeo Kanade,1995,M
Hiroyuki Kano,1995,M
Shin-ichi Kimura,1995,F
A. Yoshida,1995,F
Katsuya Oda,1995,F
William McMahan,2005,M
Brent Manley Jones,2005,M
Isobel D. Walker,2005,M
Chris Brown,2007,M
H. Harry Asada,2007,F
H. Huettenrauch,2006,M
K.S. Eklundh,2006,M
Adèle C. Green,2006,M
Elin Anna Topp,2006,F
Friedrich Fraundorfer,2007,M
Chris Engels,2007,M
David Nister,2007,M
Glenn J. Wagner,2011,M
Howie Choset,2011,M
Elias Mueggler,2014,M
Basil Huber,2014,M
Davide Scaramuzza,2014,F
Paolo Baerlocher,1998,M
Ronan Boulic,1998,M
Gonzalo Ferrer,2013,M
Anais Garrell,2013,M
Alberto Sanfeliu,2013,M
Andreas Wege,2005,M
Günter Hommel,2005,M
Mario Prats,2012,M
Javier Martin Perez,2012,M
J. P. Fernandez,2012,M
Pedro J. Sanz,2012,M
Takashi Sugihara,2002,F
Yusuke Nakamura,2002,M
Ugo Pattacini,2010,F
Francesco Nori,2010,M
Lorenzo Natale,2010,M
Giorgio Metta,2010,F
Giulio Sandini,2010,M
Scaramuzza,2007,F
Harati,2007,M
Siegwart,2007,M
Gábor Vásárhelyi,2014,M
Csaba Virágh,2014,M
Gergő Somorjai,2014,F
Norbert Tarcai,2014,M
Tamás Szörényi,2014,M
Tamás Nepusz,2014,M
Tamás Vicsek,2014,M
Alexander Schneider,2009,M
Jürgen Sturm,2009,M
Cyrill Stachniss,2009,M
Marco Reisert,2009,M
Hans Burkhardt,2009,M
Wolfram Burgard,2009,M
Yu Ogura,2006,F
Kazushi Shimomura,2006,F
Hideki Kondo,2006,M
A. Morishima,2006,F
Tatsu Okubo,2006,M
Shimpei Momoki,2006,M
Hun-ok Lim,2006,M
Atsuo Takanishi,2006,M
Scott M. Ettinger,2002,M
M.C. Nechyba,2002,F
Peter Ifju,2002,M
Martin R. Waszak,2002,M
David Wilkie,2009,M
Jur van den Berg,2009,M
Dinesh Manocha,2009,M
C. Ray,2008,M
Francesco Mondada,2008,F
Roland Siegwart,2008,M
Rarc Gopura,2009,M
Kazuo Kiguchi,2009,M
Yan Li,2009,M
John R. Spletzer,2001,M
Amit Das,2001,M
Rafael Fierro,2001,M
C. Barr Taylor,2001,M
Vineet Kumar,2001,M
James Ostrowski,2001,M
Sangok Seok,2012,M
Albert Wang,2012,M
David J. Perreault,2012,M
Sangbae Kim,2012,M
Mehmet R. Dogar,2010,M
Siddhartha S. Srinivasa,2010,M
P. Caloud,1990,M
Wonyun Choi,1990,M
Jean-Claude Latombe,1990,F
C. Le Pape,1990,M
Mark Yim,1990,M
Rui Li,2014,F
Robert W. Platt,2014,M
Wenzhen Yuan,2014,M
Andreas ten Pas,2014,M
Nathan Roscup,2014,M
Mandayam A. Srinivasan,2014,F
Edward H. Adelson,2014,M
Xiang Gao,2018,M
Rong Wang,2018,M
Nikolaus Demmel,2018,M
Daniel Cremers,2018,M
Oussama Khatib,1996,M
Kazuhito Yokoi,1996,F
Kee-Joo Chang,1996,M
D. Ruspini,1996,M
R. Holmberg,1996,M
Arancha Casal,1996,F
Shuuji Kajita,2006,F
Mitsuharu Morisawa,2006,F
Kensuke Harada,2006,M
Kenji Kaneko,2006,M
Fumio Kanehiro,2006,M
Koji Fujiwara,2006,F
Hirohisa Hirukawa,2006,M
David R. Caruso,2015,M
Jakob Engel,2015,M
Daniel Cremers,2015,M
Christian Forster,2013,M
Simon Lynen,2013,M
Laurent Kneip,2013,M
Davide Scaramuzza,2013,F
Mike Stilman,2007,M
Javier Civera,2011,M
Dorian Galvez-Lopez,2011,M
Luis Riazuelo,2011,M
Juan D. Tardós,2011,M
J. M. M. Montiel,2011,M
Scott Niekum,2012,M
Sarah Osentoski,2012,F
George Konidaris,2012,M
Andrew G. Barto,2012,M
Aaron M. Hoover,2008,M
E. Steltz,2008,M
Ronald S. Fearing,2008,M
Mrinal Kalakrishnan,2011,M
Ludovic Righetti,2011,M
Peter Pastor,2011,M
Stefan Schaal,2011,M
Toru Takenaka,2009,F
Takashi Matsumoto,2009,M
Takahide Yoshiike,2009,M
Shinya Shirokura,2009,F
Andrew Howard,2001,M
Maja J. Matarić,2001,F
Gaurav S. Sukhatme,2001,M
Radu Bogdan Rusu,2009,M
Nico Blodow,2009,M
Zoltan-Csaba Marton,2009,M
Michael Beetz,2009,M
Niko Sünderhauf,2011,M
Peter Protzel,2011,M
Derek Abbott,2007,M
C. Becke,2007,M
Richard I. Rothstein,2007,M
William J. Peine,2007,M
Nikolai Smolyanskiy,2017,M
Alex Kamenev,2017,F
Jeffrey C. Smith,2017,M
Stan Birchfield,2017,M
Holger Diedam,2008,M
Dimitar Dimitrov,2008,M
Pierre-Brice Wieber,2008,M
Katja Mombaur,2008,F
Markus Diehl,2008,M
Homayoon Kazerooni,2005,M
Jun-Ho Oh,2006,M
David Hanson,2006,M
Won-Sup Kim,2006,M
Il Ki Han,2006,M
Jung-Yup Kim,2006,M
Ill-Woo Park,2006,M
Clint Heyer,2010,M
Dorsa Sadigh,2016,F
S. Shankar Sastry,2016,M
Sanjit A. Seshia,2016,F
Anca Dragan,2016,F
Niko Sünderhauf,2017,M
Trung Pham,2017,M
Yasir Latif,2017,M
Michael Milford,2017,M
Ian R. Reid,2017,M
Jacopo Serafin,2015,M
Giorgio Grisetti,2015,M
David S.K. Lu,2014,M
Dave Hershberger,2014,M
William D. Smart,2014,M
Michael Bonani,2010,M
Valentin Longchamp,2010,M
Stéphane Magnenat,2010,M
Philippe Rétornaz,2010,M
Daniel Burnier,2010,M
Gilles Roulet,2010,M
Florian Vaussard,2010,M
Hannes Bleuler,2010,M
Francesco Mondada,2010,F
Robert Vaughan,2003,M
Brian P. Gerkey,2003,M
Andrew Howard,2003,M
Jens-Steffen Gutmann,2002,M
Dieter Fox,2002,M
Dirk Hähnel,2002,M
Dirk Schulz,2002,M
Wolfram Burgard,2002,M
Kar-Han Tan,1996,M
M. Anthony Lewis,1996,M
James J. Kuffner,2001,M
Koichi Nishiwaki,2001,M
Satoshi Kagami,2001,M
Motoi Inaba,2001,F
Hiroshi Inoue,2001,M
Kenji Kaneko,2011,M
Fumio Kanehiro,2011,M
Mitsuharu Morisawa,2011,F
Kazuhiko Akachi,2011,M
G. Miyamori,2011,F
Atsushi Hayashi,2011,M
Noriyuki Kanehira,2011,F
Amir Jafari,2010,M
Nikos G. Tsagarakis,2010,M
Bram Vanderborght,2010,M
Darwin G. Caldwell,2010,M
John Romanishin,2013,M
Kyle Gilpin,2013,M
Daniela Rus,2013,M
Gerhard Weiss,1994,M
C. Wetzler,1994,M
Ewald von Puttkamer,1994,M
Hordur Johannsson,2010,M
Michael Kaess,2010,M
Brendan Englot,2010,M
Franz S. Hover,2010,M
John P. Leonard,2010,M
Kurt Konolige,2000,M
Jens Weingarten,2005,M
Roland Siegwart,2005,M
N. Fukaya,2000,F
Shigeki Toyama,2000,F
Tamim Asfour,2000,M
Rüdiger Dillmann,2000,M
Matthias Luber,2011,M
Luciano Spinello,2011,M
Kai O. Arras,2011,M
Rainer Stiefelhagen,2004,M
Christian Fügen,2004,M
R. Gieselmann,2004,M
Hartwig Holzapfel,2004,M
Kai Nickel,2004,M
Alex Waibel,2004,M
Guillermo Heredia,2014,F
A. E. Jimenez-Cano,2014,F
I. Sánchez,2014,M
Domingo Llorente,2014,M
Victor Vega,2014,F
J. Braga,2014,F
José Manuel Guerrero Acosta,2014,M
Anibal Ollero,2014,M
M. Berhault,2003,M
H. Huang,2003,M
Pinar Keskinocak,2003,M
S. Koenig,2003,M
Wedad Elmaghraby,2003,F
Paul M. Griffin,2003,M
Anton J. Kleywegt,2003,M
A. Diosi,2005,F
Lindsay Kleeman,2005,F
Gabriel L. Oliveira,2016,F
Wolfram Burgard,2016,M
Thomas Brox,2016,M
Cristiano Premebida,2014,M
Joao Carreira,2014,F
Jorge Batista,2014,M
Urbano Nunes,2014,M
Eijiro Takeuchi,2006,M
Takashi Tsubouchi,2006,M
Johannes Englsberger,2011,M
Christian Ott,2011,M
Maximo A. Roa,2011,F
Alin Albu-Schaffer,2011,M
Gerhard Hirzinger,2011,M
E. Steltz,2009,M
Annan Michael Mozeika,2009,F
Nicholas Rodenberg,2009,M
Eric D. Brown,2009,M
Heinrich M. Jaeger,2009,M
Odest Chadwicke Jenkins,2002,M
Maja J. Matarić,2002,F
Frédéric Bourgault,2003,M
Takeshi Furukawa,2003,F
Hugh Durrant-Whyte,2003,M
Matthias Luber,2012,M
Luciano Spinello,2012,M
Jens Silva,2012,F
Kai O. Arras,2012,M
Keisuke Arikawa,1996,F
Shigeki Hirose,1996,F
Thomas Lochmatter,2008,M
Pierre Roduit,2008,M
Christopher M. Cianci,2008,M
Nikolaus Correll,2008,M
Jacques Jacot,2008,M
Adriano Martinoli,2008,M
Ioannis Rekleitis,2002,M
Gregory Dudek,2002,M
Evangelos E. Milios,2002,M
Nikolaus Vahrenkamp,2009,M
Dmitry Berenson,2009,M
Tamim Asfour,2009,M
James J. Kuffner,2009,M
Rüdiger Dillmann,2009,M
Jeremy M. Morrey,2003,M
Bart N. Lambrecht,2003,M
Andrew D. Horchler,2003,M
Roy E. Ritzmann,2003,M
Roger D. Quinn,2003,M
Susana Garrido,2006,F
L. A. Moreno,2006,M
Mohamed Abderrahim,2006,M
F. F. Martin,2006,M
Nikos G. Tsagarakis,2011,M
Irene Sardellitti,2011,F
Darwin G. Caldwell,2011,M
Qishen Ha,2017,M
Kohei Watanabe,2017,M
Takumi Karasawa,2017,F
Yoshitaka Ushiku,2017,M
Tatsuya Harada,2017,M
Sikang Liu,2017,M
Nikolay Atanasov,2017,M
Kartik Mohta,2017,M
Vijay Kumar,2017,M
Andreas Richtsfeld,2012,M
Thomas Morwald,2012,M
Johann Prankl,2012,M
Michael Zillich,2012,M
Markus Vincze,2012,M
Cameron Finucane,2010,M
Gangyuan Jing,2010,F
Hadas Kress-Gazit,2010,F
Lionel Heng,2013,M
Bo Li,2013,F
Marc Pollefeys,2013,M
Yasushi Yagi,1990,M
Suguru Kawato,1990,M
Stefan Hrabar,2008,M
David S. Conner,2003,M
Alfred A. Rizzi,2003,F
Howie Choset,2003,M
Vincent Nabat,2005,M
M. de la O Rodriguez,2005,M
Sébastien Krut,2005,M
François Pierrot,2005,M
Igor Mordatch,2015,M
Kendall Lowrey,2015,M
Emanuel Todorov,2015,M
Paul Milgram,1993,M
Shumin Zhai,1993,F
David Drascic,1993,M
Julius J. Grodski,1993,M
D. Matsui,2005,M
Takashi Minato,2005,M
Karl F. MacDorman,2005,M
Hiroshi Ishiguro,2005,M
P. Goel,1999,M
Stergios I. Roumeliotis,1999,M
Gaurav S. Sukhatme,1999,M
Heike Vallery,2007,F
R. Ekkelenkamp,2007,M
Herman van der Kooij,2007,M
Martin Buss,2007,M
Hajime Asama,1989,F
Akiyoshi Matsumoto,1989,M
Yukiaki Ishida,1989,F
Koichiro Deguchi,1998,M
Giorgio Grisetti,2007,M
Slawomir Grzonka,2007,F
Cyrill Stachniss,2007,M
Patrick Pfaff,2007,M
Wolfram Burgard,2007,M
Matteo Munaro,2012,M
Filippo Basso,2012,M
Emanuele Menegatti,2012,M
Andrei Herdt,2010,M
Nicolas Perrin,2010,M
Pierre-Brice Wieber,2010,M
Jae-Hyeon Ko,2003,M
Benjamin J. Stewart,2003,M
D. B. Fox,2003,M
Kurt Konolige,2003,M
Benson Limketkai,2003,M
Mark T. Muller,2011,M
Sergei Lupashin,2011,M
Raffaello D'Andrea,2011,M
Igor Bogoslavskyi,2016,M
Cyrill Stachniss,2016,M
Auke Jan Ijspeort,2002,M
Jun Nakanishi,2002,M
Stefan Schaal,2002,M
Sadayuki Tsugawa,2011,M
Shin Kato,2011,M
Keiji Aoki,2011,M
Anh V. Nguyen,2016,F
Dimitrios Kanoulas,2016,M
Darwin G. Caldwell,2016,M
Nikos G. Tsagarakis,2016,M
Stefan M. Holzer,2012,M
Radu Bogdan Rusu,2012,M
Mike J. Dixon,2012,M
Suat Gedikli,2012,M
Nassir Navab,2012,M
Alexander Wolf,2003,M
H.B. Brown,2003,M
Randall W. Casciola,2003,M
A. Costa,2003,F
