Name,Year,Gender
Bhiksha Raj,2017,M
Le Song,2017,F
Wei Li,2014,F
Rui Zhao,2014,M
Tong Xiao,2014,M
Xiaogang Wang,2014,M
Mingxing Tan,2020,M
Ruoming Pang,2020,M
Quoc V. Le,2020,M
Antonio Torralba,2011,M
Alexei A. Efros,2011,F
Chuan Yang,2013,M
Lihe Zhang,2013,F
Huchuan Lu,2013,M
Xiang Ruan,2013,M
Ming-Hsuan Yang,2013,M
Jia-Bin Huang,2015,F
Abhishek K. Singh,2015,M
Narendra Ahuja,2015,F
Huimin Ma,2017,F
Ji Wan,2017,M
Bo Li,2017,F
Tian Xia,2017,F
Du Tran,2018,M
Heng Wang,2018,M
Lorenzo Torresani,2018,M
Jamie Ray,2018,M
Yann LeCun,2018,M
Manohar Paluri,2018,M
Pentland,1994,M
Moghaddam,1994,M
Starner,1994,M
Rob Fergus,2003,M
Pietro Perona,2003,F
Andrew Zisserman,2003,M
Guosheng Lin,2017,F
Anton Milan,2017,M
Chunhua Shen,2017,F
Ian R. Reid,2017,M
Ali Farhadi,2009,M
Ian Endres,2009,M
Derek Hoiem,2009,M
David Forsyth,2009,M
Xuehan Xiong,2013,M
Fernando De la Torre,2013,M
Robby T. Tan,2008,M
Eirikur Agustsson,2017,M
Radu Timofte,2017,M
Martin Danelljan,2017,M
Goutam Bhat,2017,M
Fahad Shahbaz Khan,2017,M
Michael Felsberg,2017,M
Yi Sun,2014,F
Xiaogang Wang,2014,M
Xiaoou Tang,2014,F
German Ros,2016,M
Laura Sellart,2016,F
Joanna Materzynska,2016,F
David Vazquez,2016,M
Antonio M. López,2016,M
Steven M. Seitz,2006,M
Brian Curless,2006,M
James Diebel,2006,M
Daniel Scharstein,2006,M
Richard Szeliski,2006,M
Yan Ke,2004,M
Rahul Sukthankar,2004,M
Zhirong Wu,2018,M
Yuanjun Xiong,2018,F
Stella X. Yu,2018,F
Dahua Lin,2018,F
Zichao Yang,2016,M
Xiaodong He,2016,M
Jianfeng Gao,2016,M
Li Deng,2016,M
Alexander J. Smola,2016,M
Angela Dai,2017,F
Angel X. Chang,2017,M
Manolis Savva,2017,M
Maciej Halber,2017,M
Thomas Funkhouser,2017,M
Matthias NieBner,2017,M
Bolei Zhou,2017,F
Hang Zhao,2017,M
Xavier Puig,2017,M
Sanja Fidler,2017,M
Adela Barriuso,2017,M
Antonio Torralba,2017,M
Abhinav Shrivastava,2016,M
Abhinav Gupta,2016,M
Ross Girshick,2016,M
Ashish Shrivastava,2017,F
Tomas Pfister,2017,M
Oncel Tuzel,2017,M
Joshua M. Susskind,2017,M
Wenda Wang,2017,F
Russell Y. Webb,2017,M
Fabian Caba Heilbron,2015,M
Victor Escorcia,2015,F
Bernard Ghanem,2015,M
Juan Carlos Niebles,2015,M
Florent Perronnin,2007,M
Christopher R. Dance,2007,M
Charles R. Qi,2018,M
Wei Liu,2018,M
Chenxia Wu,2018,F
Hao Su,2018,M
Leonidas J. Guibas,2018,M
Jiahui Yu,2018,F
Zhe Lin,2018,F
Jimei Yang,2018,M
Xiaohui Shen,2018,F
Xin Lu,2018,F
Thomas S. Huang,2018,M
Zhirong Wu,2015,M
Shuran Song,2015,F
Aditya Khosla,2015,M
Fisher Yu,2015,M
Linguang Zhang,2015,F
Xiaoou Tang,2015,F
Jianxiong Xiao,2015,M
Janne Heikkilä,1997,F
Olli Silven,1997,M
Bo Li,2018,F
Junjie Yan,2018,M
Wei Wu,2018,M
Zheng H. Zhu,2018,M
Xiaolin Hu,2018,F
Aravindh Mahendran,2015,M
Andrea Vedaldi,2015,F
Haoqiang Fan,2017,M
Hao Su,2017,M
Leonidas J. Guibas,2017,M
Moritz Menze,2015,M
Andreas Geiger,2015,M
Amir Shahroudy,2016,M
Jun Liu,2016,M
Tian-Tsong Ng,2016,M
Gang Wang,2016,M
Jianchao Yang,2009,M
Kai Yu,2009,M
Yihong Gong,2009,M
Thomas S. Huang,2009,M
Martin Köstinger,2012,M
Martin Hirzer,2012,M
Paul Wohlhart,2012,M
Peter M. Roth,2012,M
Horst Bischof,2012,M
Christian Szegedy,2016,M
Sergey Ioffe,2016,M
Vincent Vanhoucke,2016,M
Alexander A. Alemi,2016,M
Hamid Rezatofighi,2019,M
Nathan Tsoi,2019,M
JunYoung Gwak,2019,M
Amir Sadeghian,2019,M
Ian R. Reid,2019,M
Silvio Savarese,2019,M
Ying Tai,2017,M
Jian Yang,2017,M
Xiaoming Liu,2017,M
Steven J. Rennie,2017,M
Etienne Marcheret,2017,F
Youssef Mroueh,2017,M
Jerret Ross,2017,M
Vaibhava Goel,2017,M
Hao Wang,2018,M
Yi-Tong Wang,2018,M
Zheng Zhou,2018,M
Xing Ji,2018,M
Dihong Gong,2018,M
Jingchao Zhou,2018,F
Zhifeng Li,2018,F
Wei Liu,2018,M
James Philbin,2008,M
Ondřej Chum,2008,M
Michael Isard,2008,M
Josef Sivic,2008,M
Andrew Zisserman,2008,M
Michela Farenzena,2010,F
Loris Bazzani,2010,F
Alessandro Perina,2010,F
Vittorio Murino,2010,M
Marco Cristani,2010,F
Hong Chang,2004,M
Dit-Yan Yeung,2004,M
Yimin Xiong,2004,M
Shuhang Gu,2014,M
Lei Zhang,2014,F
Wangmeng Zuo,2014,M
Xiangchu Feng,2014,M
Alexandre Alahi,2012,M
Raphael Ortiz,2012,M
Pierre Vandergheynst,2012,M
Sylvestre-Alvise Rebuffi,2017,F
Alexander I. Kolesnikov,2017,M
Georg Sperl,2017,M
Christoph H. Lampert,2017,M
Qiong Yan,2013,M
Li Xu,2013,F
Jianping Shi,2013,F
Jiaya Jia,2013,F
Kensho Hara,2018,M
Hirokatsu Kataoka,2018,F
Yutaka Satoh,2018,M
Ramin Mehran,2009,M
Alexis Oyama,2009,F
Mubarak Shah,2009,M
Li Fei-Fei,2004,F
Rob Fergus,2004,M
Pietro Perona,2004,F
Boris Epshtein,2010,M
Eyal Ofek,2010,M
Yonatan Wexler,2010,M
Jeong Young Park,2019,M
