Name,Year,Gender
Robin Nix,2017,M
Jian Zhang,2017,M
Buhmann,1989,M
Lange,1989,M
von der Malsburg,1989,M
Jayram Moorkanikara Nageswaran,2009,M
Nikil Dutt,2009,M
Jeffrey L. Krichmar,2009,M
Alexandru Nicolau,2009,M
Alexander V. Veidenbaum,2009,M
Richard Welch,2009,M
Stephen M. Ruffing,2009,M
Ganesh K. Venayagamoorthy,2009,M
Rotem Golan,2016,M
Christian Jacob,2016,M
Jörg Denzinger,2016,M
Irina Kataeva,2015,F
Farnood Merrikh-Bayat,2015,M
Elham Zamanidoost,2015,M
Dmitri B. Strukov,2015,M
Sonehara,1989,F
Kawato,1989,M
Miyake,1989,F
Nakane,1989,F
Steinn Gudmundsson,2008,M
Thomas Philip Runarsson,2008,M
Sven Sigurdsson,2008,M
Jorma Laaksonen,1999,M
Markus Koskela,1999,M
Erkki Oja,1999,F
Bin Yu,2018,M
Jie Pan,2018,M
Jiaming Hu,2018,M
Anderson C. A. Nascimento,2018,M
Martine De Cock,2018,M
Ting-Shuo Chou,2018,F
Hirak J. Kashyap,2018,M
Jinwei Xing,2018,F
Stanislav Listopad,2018,M
Emily L. Rounds,2018,F
Michael Beyeler,2018,M
Nikil Dutt,2018,M
Jeffrey L. Krichmar,2018,M
Madalina M. Drugan,2013,F
Ann Nowé,2013,M
D.L. Birx,1992,M
Stephen J. Pipenberg,1992,M
D. Verstraeten,2006,M
Benjamin Schrauwen,2006,M
Dirk Stroobandt,2006,M
Lars Hertel,2015,M
Erhardt Barth,2015,M
Thomas Käster,2015,M
Thomas Martinetz,2015,M
Chris Yakopcic,2013,M
Tarek M. Taha,2013,M
Guru Subramanyam,2013,M
Robinson E. Pino,2013,M
Yihui Wu,2013,M
Yulong Liu,2013,M
Jianmin Li,2013,M
Huaping Liu,2013,M
Xiaolin Hu,2013,F
Yuling Lin,2013,F
Haixiang Guo,2013,M
Jinglu Hu,2013,F
Kyunghyun Cho,2010,M
Tapani Raiko,2010,M
Alexander Ilin,2010,M
Alexandros Bouganis,2010,M
Murray Shanahan,2010,M
M.C.P. de Souto,2008,M
Ricardo B. C. Prudêncio,2008,M
Raquel Soares,2008,F
D.S.A. de Araujo,2008,F
Ivan G. Costa,2008,M
Teresa B. Ludermir,2008,F
Alexander Schliep,2008,M
Michael B. Hall,2019,M
Dan Xu,2019,M
Nicu Sebe,2019,M
Yan Yan,2019,M
Hervé Debar,1992,M
Bernadette Dorizzi,1992,F
Jr. Tomlinson M.S.,1990,M
D.J. Walker,1990,M
M.A. Sivilotti,1990,F
Boonserm Kijsirikul,2002,M
Nitiwut Ussivakul,2002,M
