Name,Year
Marcel Arditi,2008
Alfonso Rodriguez-Molares,2018
Ole Marius Hoel Rindal,2018
Jan D'hooge,2018
Svein-Erik Måsøy,2018
Andreas Austeng,2018
Hans Torp,2018
L.F. Brown,1992
K.H. Yen,1979
K.F. Lau,1979
R.S. Kagiwada,1979
Benedict Costello,1989
B.A. Martin,1989
Richard M. White,1989
Clinton S. Hartmann,1992
D.P. Chen,1992
J. Heighway,1992
Koji Hashimoto,1994
Masafumi Yamaguchi,1994
Benjamin P. Abbott,1995
Ken-ya Hashimoto,1995
Jiann-Shiun Yuan,2006
X. S. Jiang,2006
Kevin A. Snook,2006
Paul W. Rehrig,2006
T.R. Shrout,2006
Wesley S. Hackenberger,2006
Andrew F. Cheng,2006
Piergiorgio Cao,2006
G. Lavalelle,2006
Xinhua Geng,2006
N. M. Shorrocks,1981
Roger W. Whatmore,1981
F. W. Ainger,1981
I.M. Young,1981
James F. Greenleaf,1977
S. C. Johnson,1977
Robert C. Bahn,1977
Satoshi Umemura,1989
Nagahiko Yumita,1989
Ryuichiro Nishigaki,1989
Koshiro Umemura,1989
B. Hadimioglu,1993
Eric G. Rawson,1993
R. Lujan,1993
M. Lim,1993
J.C. Zesch,1993
Butrus T. Khuri-Yakub,1993
Calvin F. Quate,1993
Dong Chul Shim,2010
David A. Feld,2010
Amin Nikoozadeh,2004
B. Bayram,2004
Goksen G. Yaralioglu,2004
Butrus T. Khuri-Yakub,2004
Daniel Royer,1994
Olivier Casula,1994
Monica Siepmann,2011
Georg Schmitz,2011
Jessica Bzyl,2011
Moritz Palmowski,2011
Fabian Kiessling,2011
Akihiko Teshigahara,2012
Ken-ya Hashimoto,2012
Morito Akiyama,2012
J.L. Rose,1995
John Fox,1983
Butrus T. Khuri-Yakub,1983
Gordon S. Kino,1983
Daniel Royer,1985
E. Dieulesaint,1985
Y. Martin,1985
C. H. Cheng,2000
E.M. Chow,2000
Xuecheng Jin,2000
Sanli Ergun,2000
Butrus T. Khuri-Yakub,2000
Jørgen Arendt Jensen,1993
D.R. Gandhi,1993
Jr. O'Brien W.D.,1993
W. Buff,1997
M. Rusko,1997
E. Goroll,1997
J. Ehrenpfordt,1997
T. Vandahl,1997
Masayuki Hikita,1993
Nobuhiko Shibagaki,1993
T. Akagi,1993
Kazuyuki Sakiyama,1993
Wolfgang Mader,1982
Clemens Ruppel,1982
E. Ehrmann-Falkenau,1982
Koji Hashimoto,1996
H. Yamaguchi,1996
V. Hugo Schmidt,1992
R.M. Moroney,2003
Richard M. White,2003
Roger T. Howe,2003
P. Kleinschmidt,1985
V. Magori,1985
Amin Hanafy,1991
C.I. Zanelli,1991
Svetoslav Nikolov,2000
Jens Jensen,2000
G.K. Montress,1987
Thomas E. Parker,1987
Mark J. Loboda,1987
M. Pereira da Cunha,2007
T. Moonlight,2007
Robert J. Lad,2007
G. Bernhardt,2007
D.J. Franke,2007
John D. Larson,1999
R. Ruby,1999
