Name,Year
Clive Bolton,2004
A. Hofman,2004
Hosam K. Fathy,2008
Dongsoo Kang,2008
Jürgen Stein,2008
P. Tondel,2005
Tor Arne Johansen,2005
Lei Fang,2005
Panos J. Antsaklis,2005
Anders Rantzer,2006
Sandra M. Lynch,2002
B. Wayne Bequette,2002
Feng-Li Lian,2001
James Moyne,2001
Dawn M. Tilbury,2001
Alessandro Bemporad,1999
D. Mignone,1999
Manfred Morari,1999
R. Krtolica,1991
Umit Ozguner,1991
H. Chan,1991
H. Goktas,1991
J.R. Winkelman,1991
Michael Kenneth Liubakka,1991
Takashi Taniguchi,1999
Kenji Tanaka,1999
Kazuo Yamafuji,1999
Haiyan Wang,1999
David M. Bevly,2000
J.C. Gerdes,2000
C.T. Wilson,2000
Gengsheng Zhang,2000
Carlos Canudas de Wit,1993
Henrik Olsson,1993
Karl Johan Åström,1993
P. Lischinsky,1993
Rajesh Rajamani,1993
J. Karl Hedrick,1993
Chan-Chiao Lin,2001
Junmo Kang,2001
Jessy W. Grizzle,2001
Huei Peng,2001
Veysel Gazi,2002
Kevin M. Passino,2002
Eilyan Bitar,2011
Ram Rajagopal,2011
Pramod P. Khargonekar,2011
Kameshwar Poolla,2011
Arthur Richards,2006
Jonathan P. How,2006
R.A. Bartlett,2000
Andreas Wächter,2000
Lorenz T. Biegler,2000
Raffaello D'Andrea,1998
Huei Peng,1990
Masayoshi Tomizuka,1990
Wei Ren,2004
Randal W. Beard,2004
Francesco Borrelli,2006
Dharmashankar Subramanian,2006
Arvind U. Raghunathan,2006
Lorenz T. Biegler,2006
Ravi N. Banavar,1991
Jason L. Speyer,1991
James C. Spall,1987
Haitham Hindi,2004
Dongjun Lee,2006
Mark W. Spong,2006
Iakovos Papadimitriou,2003
Masayoshi Tomizuka,2003
Lorenzo Serrao,2008
Giorgio Rizzoni,2008
Petros G. Voulgaris,2001
Carl N. Nett,1988
Clas A. Jacobson,1988
A. T. Miller,1988
Danbing Seto,1998
Bruce H. Krogh,1998
Lui Sha,1998
Alongkrit Chutinan,1998
Meng Ji,2007
M. Egersted,2007
Yudong Ma,2011
Garrett Anderson,2011
Francesco Borrelli,2011
Borhan M. Sanandaji,2011
Tyrone L. Vincent,2011
Michael B. Wakin,2011
Armin Rahmani,2006
Mehran Mesbahi,2006
Chengyu Cao,2006
Naira Hovakimyan,2006
Bhat,1989
McAvoy,1989
A. J. Bartlett,1987
Christopher V. Hollot,1987
Huang Lin,1987
James B. Rawlings,1999
Michael G. Safonov,1988
R.Y. Chiang,1988
Robert Daily,2008
David M. Bevly,2008
Qiang Ling,2003
Michael D. Lemmon,2003
Raymond C. Hall,1989
Dale E. Seborg,1989
Ming-Tzu Ho,1997
Abhisek Datta,1997
Shankar P. Bhattacharyya,1997
L. Munoz,2004
Xiaotian Sun,2004
Dengfeng Sun,2004
Gabriel Gomes,2004
Roberto Horowitz,2004
Mohsen Zamani,2009
Hai Lin,2009
Murat Alanyali,2004
S. Venkatesh,2004
Onur Savas,2004
Shuchin Aeron,2004
B.J. Young,2001
Randal W. Beard,2001
J.M. Kelsey,2001
Graham C. Goodwin,1990
Brett Ninness,1990
Mario E. Salgado,1990
Paul Lambrechts,1993
Jan Terlouw,1993
Samir Bennani,1993
M Maarten Steinbuch,1993
Yvo Boers,2001
J.N. Driessen,2001
Jerome Le Ny,2008
Munther A. Dahleh,2008
Eric Feron,2008
Tingshu Hu,2000
Zongli Lin,2000
Ben M. Chen,2000
Yasue Mitsukura,1999
Takashi Yamamoto,1999
M. Kaneda,1999
Ali Morshedi,1985
C. R. Cutler,1985
T. A. Skrovanek,1985
D. Hernandez,1999
Sungsu Park,1999
Roberto Horowitz,1999
A.K. Packard,1999
Marios M. Polycarpou,2003
Jay A. Farrell,2003
Manu Sharma,2003
Tamer Inanc,2005
Shawn C. Shadden,2005
Jerrold E. Marsden,2005
Demetri Spanos,2005
Richard M. Murray,2005
Tobias Raff,2008
Markus Kögel,2008
Frank Allgöwer,2008
Polycarpou,1992
Ioannou,1992
M.H. de Queiroz,2000
José E. R. Cury,2000
Mowafak D. Salman,2000
N.J. Schouten,2000
N.A. Kheir,2000
Daniel J. Klein,2006
Kristi A. Morgansen,2006
D. Lerro,1990
Yaakov Bar-Shalom,1990
He Hao,2013
Anupama Kowli,2013
Yashen Lin,2013
Prabir Barooah,2013
Sean P. Meyn,2013
Robert Shorten,1999
Kumpati S. Narendra,1999
Octavian Beldiman,2000
G.C. Walsh,2000
Linda Bushnell,2000
Weitian Chen,2006
Mehrdad Saif,2006
Zhongsheng Hou,1997
Wen-Hu Huang,1997
L. Corless,1988
George Leitmann,1988
Oussama Khatib,1988
Bruno Sinopoli,2005
Luca Schenato,2005
Massimo Franceschetti,2005
Kameshwar Poolla,2005
S. Shankar Sastry,2005
Anurag Ganguli,2006
Jorge E. Cortes,2006
Francesco Bullo,2006
Ali Jadbabaie,1999
Jie Yu,1999
Jay Hauser,1999
A. V. Bhandari,1998
M.H. Shor,1998
Wassim M. Haddad,2008
Sergey G. Nersesov,2008
Liang Du,2008
Guoxiang Gu,1991
Pramod P. Khargonekar,1991
Jeffrey A. Butterworth,2008
Lucy Y. Pao,2008
Daniel Y. Abramovitch,2008
John F. Tisdale,2008
Anthony J. Ryan,2008
ZuWhan Kim,2008
David Törnqvist,2008
J. Karl Hedrick,2008
Yong Liu,2003
Xiaofei Wu,2003
Ji Zhu,2003
Jae Lew,2003
Chae An,1987
John M. Hollerbach,1987
Corey Schumacher,2003
Phillip Chandler,2003
Svend Erik Rasmussen,2003
D. Walker,2003
Arie Feuer,1997
Guy M. Goodwin,1997
Maria T Salgado,1997
Ali Jadbabaie,1998
Chaouki T. Abdallah,1998
Domenico Famularo,1998
Peter Dorato,1998
Antonis Papachristodoulou,2004
S. Rodatz,2003
Gino Paganelli,2003
Lino Guzzella,2003
Tarunraj Singh,2002
William Singhose,2002
J.H. Plumlee,2004
David M. Bevly,2004
A.S. Hodel,2004
Derek Kingston,2005
Wei Ren,2005
Randal W. Beard,2005
David W. Casbeer,2009
Randy Beard,2009
John T. Feddema,1993
Hiroki Kawakami,2009
Toru Namerikawa,2009
Zongxuan Sun,2005
K. V. Hebbale,2005
Travis E. Gibson,2009
Luis G. Crespo,2009
Anuradha M. Annaswamy,2009
Carlos Bordons,2006
A. Arce,2006
A.J. del Real,2006
M. Areak,2006
Kazunobu Yoshida,1999
Bahram Shafai,2002
C.T. Pi,2002
S. Nork,2002
Luca F. Bertuccelli,2006
Jonathan P. How,2006
M. Alighanbari,2006
Jonathan P. How,2006
Hiroyuki Fujioka,2008
Marios M. Polycarpou,1992
Petros Ioannou,1992
Dong Jia,2001
Bruce H. Krogh,2001
Dong-Soo Kwon,1990
Wayne J. Book,1990
Edmond A. Jonckheere,2004
P. Lohsoonthorn,2004
John Doyle,1989
Kemin Zhou,1989
Bobby Bodenheimer,1989
Alexandre Trofino,2000
Damien Galzi,2006
Yuri B. Shtessel,2006
Wei Ren,2003
R. W. Beard,2003
A.M. Pertew,2005
Horacio J. Marquez,2005
Q. Zhao,2005
Xiaodong Zhang,2005
R. Xu,2005
Chiman Kwan,2005
S. Liang,2005
Qiulin Xie,2005
L. Haynes,2005
Jay A. Farrell,2003
Marios M. Polycarpou,2003
Manu Sharma,2003
Vadim I. Utkin,2000
Hao-Chi Chang,2000
I.V. Kolmanovsky,2000
J. Cook,2000
Michael A. Bolender,2009
Leonidas Bleris,2006
Panagiotis D. Vouzis,2006
Mark G. Arnold,2006
Mayuresh V. Kothare,2006
Georg Frey,2000
Timothy W. McLain,2000
Phillip Chandler,2000
Meir Pachter,2000
Jean-Jacques E. Slotine,1986
J.K. Hedrick,1986
E. A. Misawa,1986
Robin M. Murray,1998
Clas A. Jacobson,1998
R.A. Casas,1998
A.I. Khibnik,1998
Catherine L. Johnson,1998
Robert R. Bitmead,1998
Aldo A. Peracchio,1998
W.M. Proscia,1998
Mircea Lazar,2009
Luis Rodrigues,2001
Jonathan P. How,2001
Zhen Li,2009
Jing Sun,2009
So-Ryeok Oh,2009
Jinming Liu,2006
Huei Peng,2006
E.C. Larson,2002
B. Eugene Parker,2002
Benton C. Clark,2002
Guangjun Liu,2002
J. B. Aldrich,2003
