Name,Year,Gender
Saunshi Avil,2016,F
Sarangi Sanat,2016,F
Pappula Srinivasu,2016,M
Adviti Chauhan,2017,M
Jyoti Gupta,2017,F
Alif Bin Abdul Qayyum,2019,M
Asiful Arefeen,2019,M
Celia Shahnaz,2019,F
Baisheng Chen,2004,M
Yunqi Lei,2004,F
Wang-wei Li,2004,F
Kokila Bharti Jaiswal,2015,F
Nithish K. Sanjeev Kumar,2015,M
Pavithra Rangarajan Seshadri,2015,M
G. Lakshminarayanan,2015,M
Ying Chen,2004,F
Pengwei Hao,2004,M
Oscar C. Au,1998,M
K.H. Lam,1998,M
Björn Johansson,2002,M
Roberto Cipolla,2002,M
Lu Mingquan,1998,M
Xiao Xianci,1998,F
Li Lemin,1998,F
N. Neurohr,1998,M
M. Schilpp,1998,M
Nidhal Bouaynaya,2010,F
Jerzy S. Zielinski,2010,F
Dan Schonfeld,2010,M
Aniket Roy,2015,M
Arpan Kumar Maiti,2015,M
Kuntal Ghosh,2015,M
Mohamed Hmid,2006,M
Y. Jemaa,2006,F
Jinfeng Yang,2010,F
Minfu Yan,2010,M
Diptoneel Kayal,2014,M
Sreeparna Banerjee,2014,F
Torsten Edeler,2010,M
Kevin Ohliger,2010,M
Stephan Hussmann,2010,M
Alfred Mertins,2010,M
Bablu Kumar Singh,2015,M
Yong Liu,2011,M
Sandesh S. Saokar,2012,M
Rajeshwari M. Banakar,2012,M
Saroja V. Siddamal,2012,M
Mohammad Shirali-Shahreza,2006,F
S. Sayee,2006,M
Rosli Besar,2006,F
Nidal Kamel,2006,M
Enqing Chen,2006,F
Ran Tao,2006,M
Xinghao Zhou,2006,M
Tushar Kanti Bera,2012,F
J. Nagaraju,2012,M
Gan Junying,2006,M
Dang-pei Zhou,2006,F
Byoung-Ho Cho,2000,M
Jeung-Seop Kim,2000,M
Jae-Hyung Bae,2000,M
In-Gu Bae,2000,M
Kee-Young Yoo,2000,F
Guojun Lu,1998,M
J. Phillips,1998,M
S. Eichler,2007,M
Ajay Kattepur,2007,M
Ann D. Hoang,2007,M
Ying-Chang Liang,2007,F
Meng Joo Er,2007,M
B. N. Mandal,2007,M
Xudong Jiang,2007,M
Alex C. Kot,2007,M
