Name,Year,Gender
Takuma Endo,2001,M
Tatsuo Takakura,2001,M
A. Kotsopoulos,2001,M
Javier Duarte,2001,M
Marcel A. M. Hendrix,2001,M
M. X. Luo,2005,M
Dayong Wang,2005,M
M. Pham,2005,M
C Low,2005,M
Jie Zhang,2005,F
Dengfeng Zhang,2005,M
Y. B. Zhao,2005,M
Amardeep Singh,2013,M
Afshin Izadian,2013,M
Sohel Anwar,2013,M
I. H. Kim,1990,M
Gyu-Hyeong Cho,1990,M
Hideki Hashimoto,1990,M
Vadim I. Utkin,1990,M
Jianbin Xu,1990,M
Hiroshi Suzuki,1990,F
Fumio Harashima,1990,M
Henrik W. Bindner,2002,M
P. Lundsager,2002,M
Ali Abedini,2008,F
Adel Nasiri,2008,F
Kaoru Matsui,2002,F
Isao Yamamoto,2002,M
Teruo Kishi,2002,M
Makoto Hasegawa,2002,F
Hiroyoshi Mori,2002,M
Fukashi Ueda,2002,F
Habiballah Rahimi-Eichi,2014,M
Mo-Yuen Chow,2014,M
Andreas P. Plageras,2016,M
Kostas E. Psannis,2016,M
Yutaka Ishibashi,2016,M
Byung-Gyu Kim,2016,M
Hani Vahedi,2016,F
Kamal Al-Haddad,2016,M
Kai Tan,2014,M
Ruiyang Yu,2014,M
Suxuan Guo,2014,M
Alex Q. Huang,2014,M
Adnan Derdiyok,2001,M
Zhang Yan,2001,M
Mustafa K. Guven,2001,M
Vadim I. Utkin,2001,M
Carlos Cardeira,2005,M
J. S. da Costa,2005,M
Philipp Münch,2009,M
Steven Liu,2009,M
Mike Dommaschk,2009,M
Chendan Li,2014,F
Tomislav Dragicevic,2014,M
Manuel Plaza,2014,M
Fabio Andrade,2014,M
Juan C. Vasquez,2014,M
Josep M. Guerrero,2014,M
A. Uan-Zo-li,2003,F
Rolando Burgos,2003,M
Fuqiang Wang,2003,M
Dushan Boroyevich,2003,M
F. Lacaux,2003,M
A. Tardy,2003,F
Aldo Boglietti,2014,M
Enrico Carpando,2014,M
Marco Cossale,2014,M
Alex Lucco Boriera,2014,M
David Staton,2014,M
Mircea Popescu,2014,F
Pedro Almeida,2012,F
Guilherme Marcio Soares,2012,M
Danilo P. Pinto,2012,M
Henrique A. C. Braga,2012,F
Ying Tan,2007,M
Sanjib Kumar Panda,2007,M
Jerker Delsing,2012,M
Fredrik Rosenqvist,2012,M
Oscar Carlsson,2012,M
Armando Walter Colombo,2012,M
Thomas Bangemann,2012,M
Carlo Dufour,2001,M
Jean Belanger,2001,M
Uzair Javaid,2015,M
Drazen Dujic,2015,M
Wim van der Merwe,2015,M
Qobad Shafiee,2014,M
Tomislav Dragicevic,2014,M
Fabio Andrade,2014,M
Juan C. Vasquez,2014,M
Josep M. Guerrero,2014,M
K. Haug,1998,M
G. Pritschow,1998,M
M. K. Singh,2008,M
A. Chandra,2008,F
Chang Peng,2014,M
Xiaoqing Song,2014,F
Mohammad Rezaei,2014,M
Xing Huang,2014,M
Chris Widener,2014,M
Alex Q. Huang,2014,M
Michael Steurer,2014,M
David Leggate,1995,M
Russel J. Kerkman,1995,M
Jinrong Qian,1995,M
Akram Khan,1995,M
Issa Batarseh,1995,F
Johann W. Kolar,2003,M
F. Schafmeister,2003,M
Aldo Boglietti,2010,M
Andrea Cavagnino,2010,M
Alberto Tenconi,2010,M
Silvio Vaschetto,2010,M
Adeel Abbas Zaidi,2010,M
Friederich Kupzog,2010,M
Tehseen Zia,2010,F
Peter Palensky,2010,M
Xianglian Xu,2004,M
Yunping Zou,2004,F
Kai Ding,2004,M
Fei Liu,2004,F
Johannes Falck,2015,M
Markus Andresen,2015,M
Marco Liserre,2015,M
Shibashis Bhowmik,1998,M
R. Spee,1998,M
Hu Yuwen,2002,M
Tian Cun,2002,M
Gao Yikang,2002,M
You ZhiQing,2002,F
L. G. Tang,2002,M
Md. Mustafizur Rahman,2002,M
Fuqiang Wang,2008,M
Yunqing Pei,2008,F
Dushan Boroyevich,2008,M
Rolando Burgos,2008,M
Khai D. T. Ngo,2008,M
Shinji Shinnaka,1998,F
Denis Candusso,2002,F
Ianko Valero,2002,M
Angelika Walter,2002,F
Seddik Bacha,2002,M
E. Rulliere,2002,M
Bertrand Raison,2002,M
Takaaki Yokoyama,2003,F
M. Horiuchi,2003,M
Satoshi Shimogata,2003,M
Dumidu Wijayasekara,2014,F
Milos Manic,2014,M
Miles McQueen,2014,M
John O’Donovan,1994,M
P.J. Roche,1994,M
R.C. Kavanagh,1994,M
Michael G. Egan,1994,M
J. Brendan Murphy,1994,M
K. E. Lim,1994,M
Norbert C. Cheung,1994,M
Md. Mustafizur Rahman,1994,M
Fonkwe Fongang Edwin,2012,M
Huiqing Wen,2012,F
Vinod Khadkikar,2012,M
Dong Hyun Yang,2010,M
Youzhi Xu,2010,F
Mikael Gidlund,2010,M
M. Zygmanowski,2013,M
Boguslaw Grzesik,2013,M
Marek Fulczyk,2013,M
Radoslaw Nalepa,2013,F
Shahin Hedayati Kia,2010,F
Godelieve Gheysen,2010,F
Augustin Mpanda-Mabwe,2010,F
Roger Ceschi,2010,M
Fritz Schimpf,2010,M
Lars Norum,2010,M
Rae-Young Kim,2004,M
See-Young Choi,2004,F
In-Young Suh,2004,M
Edwin Hou,1990,M
R. Hong,1990,M
Nirwan Ansari,1990,F
Hui Li,2007,F
Zhe Chen,2007,M
Mauro Tonelli,2001,F
Pedro Eduardo Battaiotto,2001,M
Maria Ines Valla,2001,F
Kaiyuan Li,2015,M
King Jet Tseng,2015,M
Francesco Ricci,2002,M
Hoang Le-Huy,2002,M
M. Jones,2008,M
Drazen Dujic,2008,M
Emil Levi,2008,M
J. J. Poza,2002,F
E. Oyarbide,2002,F
Daniel Roye,2002,M
Dezso Sera,2008,F
Remus Teodorescu,2008,M
Pedro Rodriguez,2008,M
L. Charaabi,2002,M
Eric Monmasson,2002,M
Ilhem Slama-Belkhodja,2002,F
Timo Blender,2016,M
Thiemo Buchner,2016,M
