Name,Year,Gender
Piotr Adamczyk,2004,M
Brian P. Bailey,2004,M
Gloria Mark,2008,F
Daniela Gudith,2008,F
U. Klocke,2008,M
Ji-Lin Chen,2010,F
Rowan Nairn,2010,M
Les Nelson,2010,M
Michael S. Bernstein,2010,M
Ed H. Chi,2010,M
Oren Zuckerman,2005,M
Saeed Arida,2005,F
Mitchel Resnick,2005,M
Javier A. Bargas-Avila,2011,F
Kasper Hornbæk,2011,M
Mitchel Resnick,1998,M
Fred Martin,1998,M
Robert A. Berg,1998,M
Richard Borovoy,1998,M
Vanessa Colella,1998,F
Kwin Kramer,1998,M
Brian S. Silverman,1998,M
Leysia Palen,2007,F
Sophia B. Liu,2007,F
Alexander De Luca,2012,M
Alina Hang,2012,F
Frederik Brudy,2012,M
Christian Lindner,2012,M
Heinrich Hussmann,2012,M
Erik Frøkjær,2000,M
Morten Hertzum,2000,M
Kasper Hornbæk,2000,M
Daniel Fallman,2003,M
Ed H. Chi,2001,M
Peter Pirolli,2001,M
Kim Chen,2001,M
James E. Pitkow,2001,M
Jennifer Golbeck,2011,F
Cristina Robles,2011,F
Karen Turner,2011,F
Daniel Vogel,2007,M
Patrick Baudisch,2007,M
Dan Cosley,2003,M
Shyong K. Lam,2003,M
Istvan Albert,2003,M
Joseph A. Konstan,2003,F
John Riedl,2003,M
F. Maxwell Harper,2008,M
Daphne R. Raban,2008,F
Sheizaf Rafaeli,2008,F
Joseph A. Konstan,2008,F
Brian Y. Lim,2009,M
Anind K. Dey,2009,M
Daniel Avrahami,2009,M
Martin Porcheron,2018,F
Joel E. Fischer,2018,M
Stuart Reeves,2018,M
Sarah Sharples,2018,F
Joel Brandt,2009,M
Philip J. Guo,2009,M
Joel Lewenstein,2009,M
Mira Dontcheva,2009,F
Scott R. Klemmer,2009,M
Stuart Reeves,2005,M
Steve Benford,2005,M
Claire O'Malley,2005,F
Mike Fraser,2005,M
Kerry Rodden,2003,M
Kenneth Wood,2003,M
Edward Cutrell,2007,M
Zhiwei Guan,2007,M
Hao Chen,2000,M
Susan T. Dumais,2000,M
Caitlin Kelleher,2007,F
Randy Pausch,2007,M
Sara Kiesler,2007,F
Rashmi Sinha,2002,F
Kirsten Swearingen,2002,F
Cliff Lampe,2004,M
Paul Resnick,2004,M
danah boyd,2004,M
Moira Burke,2009,F
Cameron Marlow,2009,M
Thomas V. Lento,2009,M
