Name,Year,Gender
Fernanda B. Viégas,2004,F
danah boyd,2004,M
Duong Nguyen,2004,M
Jeff Potter,2004,M
Judith Donath,2004,F
Akiyoshi Wakatani,2002,M
A.R. Dennis,1998,F
Joseph S. Valacich,1998,M
Cheri Speier,1998,F
Michael G. Morris,1998,M
Georg Disterer,2001,M
Robert P. Minch,2004,M
Dawn N. Jutla,2001,F
J. Craig,2001,M
Peter Bodorik,2001,M
Jon Gant,2002,M
D.B. Gant,2002,M
Minna Rollins,2005,F
Aino Halinen,2005,M
Gary D. Hachtel,1989,M
M. Lightner,1989,M
K. Bartlett,1989,M
D. Bostwick,1989,M
R. Jacoby,1989,M
P. Moceyunas,1989,M
C.R. Morrison,1989,M
X. Du,1989,M
Eric M. Schwarz,1989,M
Sara Gray,2013,F
Steven Gray,2013,M
Linda J. Cox,2013,F
Sarah Henly-Shepard,2013,F
Charith Perera,2014,F
Prem Prakash Jayaraman,2014,M
Arkady Zaslavsky,2014,M
Dimitrios Georgakopoulos,2014,M
Peter Christen,2014,M
W. Van Grembergen,2005,M
Steven J. J. Tedjamulia,2005,M
Douglas L. Dean,2005,M
David Olsen,2005,M
Conan Albrecht,2005,M
Judee K. Burgoon,2003,F
G.A. Stoner,2003,M
Joseph A. Bonito,2003,M
Norah E. Dunbar,2003,F
Manish Parashar,1996,M
James C. Browne,1996,M
Christer Carlsson,2005,M
Kaarina Hyvönen,2005,F
Petteri Repo,2005,M
Pirkko Walden,2005,M
Ho-Young Kim,2002,M
Jinwoo Kim,2002,M
Yeon Soo Lee,2002,F
Min-Hee Chae,2002,F
Young-Wan Choi,2002,M
Marinos Themistocleous,2001,M
Zahir Irani,2001,M
Robert M. O'Keefe,2001,M
Ram Chand Paul,2001,M
Jin Xu,2005,F
Yongqin Gao,2005,M
Scott Christley,2005,M
Gregory R. Madey,2005,M
Yogesh Malhotra,2003,M
Dennis Galleta,2003,F
Ian Dobson,2002,M
J. C. Chen,2002,M
James S. Thorp,2002,M
Benjamin A. Carreras,2002,M
David E. Newman,2002,M
Adrian Bueren,2004,M
Ragnar Schierholz,2004,M
Lutz M. Kolbe,2004,M
Walter Brenner,2004,M
Stuart J. Barnes,2001,M
Richard Vidgen,2001,M
Daniela Damian,2003,M
Didar Zowghi,2003,M
Marshall Scott Poole,1989,M
Gerardine DeSanctis,1989,F
Prabhakar H. Pathak,2000,M
Michael S. Gordon,2000,M
Weiguo Fan,2000,M
T. Hassan,2006,M
Samir Chatterjee,2006,M
Yan Qu,2009,M
Philip Fei Wu,2009,M
Xiaoqing Wang,2009,M
Kevin Crowston,1997,M
John C. Paolillo,2008,M
Tomi Dahlberg,2006,F
Hannu Kivijärvi,2006,M
S. Donald Greenberg,1992,M
Mary G. Roseman,1992,F
D.R. Webster,1992,M
Ralph Bohnet,1992,M
Helen S. Du,2005,M
Christian Wagner,2005,M
Patrick C. K. Hung,2004,M
Haifei Li,2004,F
Jun-Jang Jeng,2004,M
James D. McKeen,2006,M
Michael H. Zack,2006,M
S. K. Singh,2006,M
Mathieu Lemay,2008,M
R. Nelli,2008,F
Gerd Gross,2008,M
Carl A. Gunter,2008,M
William H. Money,2004,M
A. Turner,2004,M
W. Chung,2002,M
J. Paynter,2002,M
Tan Chee-Wee,2008,F
Izak Benbasat,2008,M
Ronald T. Cenfetelli,2008,M
Bjørn Furuholt,2008,M
Fathul Wahid,2008,M
Richard Arias-Hernandez,2011,M
Linda T. Kaastra,2011,F
Tera Marie Green,2011,F
Brian T. Fisher,2011,M
Hans Jochen Scholl,2001,M
M. R. Shepherd,1999,M
Carolyn Watters,1999,F
Richard G. Little,2003,M
Lange,1994,M
Maria Francesca Costabile,2005,F
M. De Marsico,2005,M
Rosa Lanzilotti,2005,F
Vito Leonardo Plantamura,2005,M
Teresa Roselli,2005,F
Thomas Schoberth,2003,M
Jennifer Preece,2003,F
Armin Heinzl,2003,M
Curtis Roe,2009,M
Evangelos Farantatos,2009,M
J. Meisel,2009,F
A. P. Sakis Meliopoulos,2009,M
Thomas J. Overbye,2009,M
Carlos E. M. Wagner,2007,M
Pattarawan Prasarnphanich,2007,M
Tero Päivärinta,2005,M
Bjørn Erik Munkvold,2005,M
Alistair Sutcliffe,2002,M
Bonnie Nardi,2007,F
Stephanie Ly,2007,F
Justin Harris,2007,M
Steven De Haes,2008,M
Wim Van Grembergen,2008,M
Mirja Pulkkinen,2006,F
Eric Gleave,2009,M
Howard T. Welser,2009,M
Thomas V. Lento,2009,M
Marc A. Smith,2009,M
Benoit A. Aubert,1999,M
Sylvie Dussault,1999,M
Michel Patry,1999,M
Suzanne Rivard,1999,F
Birgitta Bergvall-Kåreborn,2009,F
Marita Holst,2009,F
Anna Ståhlbröst,2009,F
I. Ioannidis,2003,F
Ananth Grama,2003,M
JoAnne Yates,1997,F
Wanda J. Orlikowski,1997,F
Julie Rennecker,1997,M
M. zur Muehlen,2000,M
Michael Rosemann,2000,F
Peter G. W. Keen,2006,M
Sajda Qureshi,2006,F
Marijn Janssen,2007,F
Kristian Hjort-Madsen,2007,M
Mauricio Featherman,2003,M
Mark A. Fuller,2003,M
Theresa A. Pardo,2002,F
Hans Jochen Scholl,2002,M
Elizabeth J. Davidson,2010,F
Emmanuelle Vaast,2010,F
D. Berndt,2003,M
John Fisher,2003,M
Larry Johnson,2003,M
J. Pinglikar,2003,M
A. Neal Watkins,2003,M
Nadine Schieritz,2003,F
A. GroBler,2003,M
