Name,Year,Gender
Abhisek Datta,1997,M
Shankar P. Bhattacharyya,1997,F
L. Munoz,2004,M
Xiaotian Sun,2004,F
Dengfeng Sun,2004,M
Gabriel Gomes,2004,M
Roberto Horowitz,2004,M
Mohsen Zamani,2009,M
Hai Lin,2009,F
Murat Alanyali,2004,F
S. Venkatesh,2004,M
Onur Savas,2004,M
Shuchin Aeron,2004,M
B.J. Young,2001,M
Randal W. Beard,2001,M
J.M. Kelsey,2001,M
Graham C. Goodwin,1990,M
Brett Ninness,1990,M
Mario E. Salgado,1990,M
Paul Lambrechts,1993,M
Jan Terlouw,1993,M
Samir Bennani,1993,M
M Maarten Steinbuch,1993,M
Yvo Boers,2001,M
J.N. Driessen,2001,M
Jerome Le Ny,2008,M
Munther A. Dahleh,2008,F
Eric Feron,2008,M
Tingshu Hu,2000,F
Zongli Lin,2000,F
Ben M. Chen,2000,M
Yasue Mitsukura,1999,F
Takashi Yamamoto,1999,M
M. Kaneda,1999,F
Ali Morshedi,1985,F
C. R. Cutler,1985,M
T. A. Skrovanek,1985,M
D. Hernandez,1999,M
Sungsu Park,1999,M
Roberto Horowitz,1999,M
A.K. Packard,1999,M
Marios M. Polycarpou,2003,M
Jay A. Farrell,2003,M
Manu Sharma,2003,F
Tamer Inanc,2005,F
Shawn C. Shadden,2005,M
Jerrold E. Marsden,2005,M
Demetri Spanos,2005,M
Richard M. Murray,2005,M
Tobias Raff,2008,M
Markus Kögel,2008,M
Frank Allgöwer,2008,M
Polycarpou,1992,F
Ioannou,1992,M
M.H. de Queiroz,2000,M
José E. R. Cury,2000,M
Mowafak D. Salman,2000,M
N.J. Schouten,2000,M
N.A. Kheir,2000,F
Daniel J. Klein,2006,M
Kristi A. Morgansen,2006,F
D. Lerro,1990,M
Yaakov Bar-Shalom,1990,M
He Hao,2013,M
Anupama Kowli,2013,F
Yashen Lin,2013,M
Prabir Barooah,2013,M
Sean P. Meyn,2013,M
Robert Shorten,1999,M
Kumpati S. Narendra,1999,F
Octavian Beldiman,2000,M
G.C. Walsh,2000,M
Linda Bushnell,2000,F
Weitian Chen,2006,M
Mehrdad Saif,2006,M
Zhongsheng Hou,1997,M
Wen-Hu Huang,1997,M
L. Corless,1988,M
George Leitmann,1988,F
Oussama Khatib,1988,M
Bruno Sinopoli,2005,M
Luca Schenato,2005,M
Massimo Franceschetti,2005,F
Kameshwar Poolla,2005,F
S. Shankar Sastry,2005,M
Anurag Ganguli,2006,F
Jorge E. Cortes,2006,M
Francesco Bullo,2006,M
Ali Jadbabaie,1999,F
Jie Yu,1999,F
Jay Hauser,1999,M
A. V. Bhandari,1998,F
M.H. Shor,1998,M
Wassim M. Haddad,2008,M
Sergey G. Nersesov,2008,M
Liang Du,2008,M
Guoxiang Gu,1991,M
Pramod P. Khargonekar,1991,M
Jeffrey A. Butterworth,2008,M
Lucy Y. Pao,2008,F
Daniel Y. Abramovitch,2008,M
John F. Tisdale,2008,M
Anthony J. Ryan,2008,M
ZuWhan Kim,2008,M
David Törnqvist,2008,M
J. Karl Hedrick,2008,M
Yong Liu,2003,M
Xiaofei Wu,2003,F
Ji Zhu,2003,F
Jae Lew,2003,M
Chae An,1987,F
John M. Hollerbach,1987,M
Corey Schumacher,2003,M
Phillip Chandler,2003,M
Svend Erik Rasmussen,2003,M
D. Walker,2003,M
