Name,Year
Vanessa Cobus,2017
Wilko Heuten,2017
Susanne Boll,2017
Christian Remy,2018
Oliver Bates,2018
Alan Dix,2018
Vanessa Thomas,2018
Mike Hazas,2018
Adrian Friday,2018
Elaine M. Huang,2018
Meredith Ringel Morris,2018
Adam Fourney,2018
Abdullah S. Ali,2018
Laura Vonessen,2018
Siyan Zhao,2018
Ali Israr,2018
Frances Lau,2018
Freddy Abnousi,2018
Tilman Dingler,2018
Rufat Rzayev,2018
Alireza Sahami Shirazi,2018
Niels Henze,2018
Julia Woodward,2018
Zari McFadden,2018
Nicole Shiver,2018
Amir Ben-hayon,2018
Jason C. Yip,2018
Lisa Anthony,2018
Neil Maiden,2018
Konstantinos Zachos,2018
Amanda M Brown,2018
George Brock,2018
Lars Nyre,2018
Aleksander Nygård Tonheim,2018
Dimitris Apsotolou,2018
Jeremy N.S. Evans,2018
Michaelanne Dye,2018
David Nemer,2018
Josiah Mangiameli,2018
Amy Bruckman,2018
Neha Kumar,2018
Udayan Umapathi,2018
Patrick Shin,2018
Ken Nakagaki,2018
Daniel Leithinger,2018
Hiroshi Ishii,2018
Pablo Paredes,2018
Francisco Javier Ordonez,2018
Wendy Ju,2018
James A. Landay,2018
Chelsea-Joy Wardle,2018
Mitchell D. Green,2018
Christine Wanjiru Mburu,2018
Melissa Densmore,2018
Larwan Berke,2018
Sushant Kafle,2018
Matt Huenerfauth,2018
Daniela Petrelli,2018
Sinead O'Brien,2018
Melissa J. Rogerson,2018
Martin Gibbs,2018
Wally R. Smith,2018
Dominik Moritz,2019
Bill Howe,2019
Jeffrey Heer,2019
Elisa D. Mekler,2019
Kasper Hornbæk,2019
Zezhong Wang,2019
Shun-ming Wang,2019
Matteo Farinella,2019
Dave Murray-Rust,2019
Nathalie Henry Riche,2019
Benjamin Bach,2019
Ruofei Du,2019
David K.B. Li,2019
Amitabh Varshney,2019
Claire Liang,2019
Julia Proft,2019
Erik C. Andersen,2019
Ross A. Knepper,2019
Sara Eriksson,2019
Åsa Unander-Scharin,2019
Vincent Trichon,2019
Carl Unander-Scharin,2019
Hedvig Kjellström,2019
Kristina Höök,2019
Katta Spiel,2019
Os Keyes,2019
Pınar Barlas,2019
Ashraf Abdul,2020
Christian von der Weth,2020
Mohan S. Kankanhalli,2020
Brian Y. Lim,2020
Jane Hoffswell,2020
Wilmot Li,2020
Zhicheng Liu,2020
Devansh Saxena,2020
Karla Badillo-Urquiola,2020
Pamela Wisniewski,2020
Shion Guha,2020
Katy Ilonka Gero,2020
Zahra Ashktorab,2020
Casey Dugan,2020
Qian Pan,2020
James R. Johnson,2020
Werner Geyer,2020
Maria Ruiz,2020
Sarah Miller,2020
David R. Millen,2020
Murray Campbell,2020
Sadhana Kumaravel,2020
Wei Zhang,2020
Chat Wacharamanotham,2020
Lukas Eisenring,2020
Steve Haroz,2020
Florian Echtler,2020
Nazanin Andalibi,2020
Justin Buss,2020
Diego Martinez Plasencia,2014
Edward Joyce,2014
Sriram Subramanian,2014
Ulrich Burgbacher,2014
Klaus Hinrichs,2014
Steve Yohanan,2009
Karon E. MacLean,2009
Loretta Staples,1993
Tejinder K. Judge,2012
Tara Matthews,2012
Steve Whittaker,2012
Ali Israr,2012
Olivier Bau,2012
Seungchan Kim,2012
Ivan Poupyrev,2012
Fenne van Doorn,2013
Pieter Jan Stappers,2013
Mathieu J.M. Gielen,2013
Julie A. Jacko,1999
Max A. Dixon,1999
Robert H. Rosa,1999
Ingrid U. Scott,1999
Charles J. Pappas,1999
Howell Istance,2009
Stephen C. Vickers,2009
Aulikki Hyrskykari,2009
Jonathan Lazar,2002
Jenny Preece,2002
Jean B. Gasen,2002
Terry Winograd,2002
Bernhard Suhm,2002
Josh Bers,2002
Daniel D. McCarthy,2002
Barbara M. Freeman,2002
David J. Getty,2002
Katherine Godfrey,2002
Pat Peterson,2002
Sung-Jung Cho,2007
Changkyu Choi,2007
Young-Hoon Sung,2007
Kwang-Hyeon Lee,2007
Yeun-Bae Kim,2007
Roderick Murray-Smith,2007
Stefan Marti,2005
Chris Schmandt,2005
David Redmiles,1993
Masaki Nakagawa,1993
Kimiyoshi Machii,1993
Naoki Kato,1993
Toshio Souya,1993
David McGookin,2007
Stephen Brewster,2007
Dorrit Billman,2007
Eric A. Bier,2007
George W. Furnas,1982
Louis M. Gomez,1982
Thomas K. Landauer,1982
Susan T. Dumais,1982
Tamotsu Murakami,1994
Naomasa Nakajima,1994
Rob Barrett,1995
Edwin Joseph Selker,1995
Joseph D. Rutledge,1995
Robert Stephen Olyha,1995
Takashi Nagamatsu,2009
Junzo Kamahara,2009
Naoki Tanaka,2009
Michael Muller,2002
K. D. Carey,2002
Elizabeth F. Churchill,2006
Les Nelson,2006
Gary Hsieh,2006
Charles Wiecha,1989
William M. Bennett,1989
Stephen J. Boies,1989
Justin Gould,1989
Lisa M. Vizer,2009
Tuula Kärkkäinen,2010
Tuomas Vaittinen,2010
Kaisa Väänänen-Vainio-Mattila,2010
Eike Kleiner,2013
Roman Rädle,2013
Harald Reiterer,2013
Graham Wilson,2015
Gavin Davidson,2015
Stephen Brewster,2015
Salu Ylirisku,2009
Virtu Halttunen,2009
Johanna Nuojua,2009
Antti Juustila,2009
Yuichi Fujiki,2007
Konstantinos Kazakos,2007
Colin A. Puri,2007
Ioannis Pavlidis,2007
Justin Starren,2007
James A. Levine,2007
Marianne Graves Petersen,2007
A. Taylor Newton,2009
Adam D. I. Kramer,2009
Daniel H. McIntosh,2009
Sari Kujala,2013
Marlene Vogel,2013
Anna E. Pohlmeyer,2013
Marianna Obrist,2013
Nick Yee,2012
Nicolas Ducheneaut,2012
Han-Tai Shiao,2012
Les Nelson,2012
David H. Kim,2014
Shahram Izadi,2014
Jakub Dostal,2014
Christoph Rhemann,2014
Cem Keskin,2014
Christopher Zach,2014
Jamie Shotton,2014
Timothy Large,2014
Steven Bathiche,2014
Matthias Nießner,2014
D. Alex Butler,2014
Sean Fanello,2014
Vivek Pradeep,2014
Hsuan-Eng Chen,2015
Yi-Ying Lin,2015
Chien-Hsing Chen,2015
I-Fang Wang,2015
Kenton O'Hara,1999
Abigail Sellen,1999
Richard Bentley,1999
Massimo Paolucci,1995
Daniel D. Suthers,1995
Arlene Weiner,1995
Dario D. Salvucci,2010
Nicola Yuill,2013
Yvonne Rogers,2013
Jochen Rick,2013
Roel Vertegaal,2002
Ivo Weevers,2002
Changuk Sohn,2002
N. Sadat Shami,2008
Kate Ehrlich,2008
David R. Millen,2008
Junius Gunaratne,2015
Oded Nov,2015
Robert F. Mulligan,1991
Mark W. Altom,1991
David O Simkin,1991
Nicholas Diakopoulos,2009
Sergio Goldenberg,2009
Irfan Essa,2009
Alina Hang,2015
Alexander De Luca,2015
Heinrich Hussmann,2015
Youngme Moon,1996
Clifford Nass,1996
Serge Egelman,2015
Raghudeep Kannavara,2015
Richard Chow,2015
Frank Vetere,2006
Hilary Davis,2006
Martin Gibbs,2006
Peter J. Francis,2006
Steve Howard,2006
Paula M. Bach,2009
Robert DeLine,2009
John M. Carroll,2009
Wendy March,2006
Constance Fleuriot,2006
Erh-li Early Shen,2009
Sung-Sheng Tsai,2009
Hao-Hua Chu,2009
Yung-jen Hsu,2009
Chi-Wen Chen,2009
James Pierce,2011
Eric Paulos,2011
Rong-Hao Liang,2013
Kai-Yin Cheng,2013
Liwei Chan,2013
Chuan-Xhyuan Peng,2013
Mike K. Chen,2013
Rung-Huei Liang,2013
De-Nian Yang,2013
Bing-Yu Chen,2013
Sameer Patil,2014
Roman Schlegel,2014
Apu Kapadia,2014
Adam F. Lee,2014
Susan R. Fussell,2003
Leslie D. Setlock,2003
Elizabeth Parker,2003
Jian Yang,2003
Zhenpeng Zhao,2014
Sriram Karthik Badam,2014
Senthil Chandrasegaran,2014
Deokgun Park,2014
Niklas L.E. Elmqvist,2014
Lorraine Kisselburgh,2014
Karthik Ramani,2014
Ha Trinh,2015
Lazlo Ring,2015
Timothy Bickmore,2015
William Odom,2012
John Zimmerman,2012
Jodi Forlizzi,2012
Hajin Choi,2012
Stephanie Meier,2012
Angela Park,2012
Derek M. Foster,2010
Mark Blythe,2010
Paul Cairns,2010
Shaun Lawson,2010
Erik Strommen,1999
Kristin J. Alexander,1999
Alireza Shirazi,2012
Peyman Moghadam,2012
Hamed Ketabdar,2012
Albrecht Schmidt,2012
Don Kimber,1995
Lynn D. Wilcox,1995
Francine Chen,1995
Thomas M. Moran,1995
Changqing Zhou,2005
Pamela Ludford,2005
Dan Frankowski,2005
Loren Terveen,2005
Valentina Grigoreanu,2010
Margaret Burnett,2010
George S. Robertson,2010
Elaine M. Raybourn,2004
Annika Waern,2004
Sharon Yee,2010
Henry Been-Lirn Duh,2010
Francis Quek,2010
Svetlana Yarosh,2012
Tara Matthews,2012
Michelle X. Zhou,2012
Jeremy S. Bradbury,2003
Jeffrey S. Shell,2003
Craig J. Knowles,2003
Saleema Amershi,2010
James Fogarty,2010
Ashish Kapoor,2010
Desney S. Tan,2010
Stephen Fitchett,2013
Andy Cockburn,2013
Carl Gutwin,2013
Jamie Zigelbaum,2008
Adam Kumpf,2008
Alejandro Vazquez,2008
Hiroshi Ishii,2008
Yasuyuki Yanagida,2003
Haruo Noma,2003
Nobuji Tetsutani,2003
Akira Tomono,2003
Kenton O'Hara,2005
Richard Harper,2005
Axel Unger,2005
James O. Wilkes,2005
Bill Sharpe,2005
Marcel A. K. Jansen,2005
Amy Ogan,2012
Erin Walker,2012
Ryan S. Baker,2012
Genaro Rebolledo Méndez,2012
Maynor Jimenez Castro,2012
Tania Laurentino,2012
Adriana Evaristo de Carvalho,2012
Per Persson,2001
Fredrik Espinoza,2001
Elenor Cacciatore,2001
Jason Ellis,2007
Shahtab Wahid,2007
Catalina Danis,2007
Wendy A. Kellogg,2007
Ann Morrison,2011
Stephen Viller,2011
Peta Mitchell,2011
Jeffrey R. Pierce,2002
Randy Pausch,2002
Chris Johnson,2005
Zahid Hossain,2015
Xiaofan Jin,2015
Engin Bumbacher,2015
Alice Chung,2015
Stephen Koo,2015
Jordan David Shapiro,2015
Cynthia Truong,2015
Sean Choi,2015
Nathan D. Orloff,2015
Paulo Blikstein,2015
Ingmar H. Riedel-Kruse,2015
Eran Toch,2010
Norman Sadeh,2010
Jason Hong,2010
James C. Osborn,1992
Alice M. Agogino,1992
Niklas Elmqvist,2008
M. Eduard Tudoreanu,2008
Philippas Tsigas,2008
Jofish Kaye,2014
Janet Vertesi,2014
Jennifer Ferreira,2014
Barry Brown,2014
Mark Perry,2014
Gary Pritchard,2014
John Vines,2014
Pamela Briggs,2014
Lisa S. Thomas,2014
Patrick Olivier,2014
Leonhard Lichtschlag,2009
Thorsten Karrer,2009
Jan Borchers,2009
Jakob Leitner,2009
James Robert Powell,2009
Peter Brandl,2009
Thomas Seifried,2009
Michael J. Haller,2009
Bernard Dorray,2009
Paul To,2009
Richard Halstead-Nussloch,1989
Andrew W. Cross,2013
Mydhili Bayyapunedi,2013
Edward Cutrell,2013
Anant K. Agarwal,2013
William Thies,2013
Daisy Yoo,2010
John Zimmerman,2010
Aaron Steinfeld,2010
Anthony Tomasic,2010
Ian Li,2013
Jon E. Froehlich,2013
Jakob Eg Larsen,2013
Catherine Grevet,2013
Ernesto Ramirez,2013
Olivier Chapuis,2007
Nicolas Roussel,2007
Paul Cairns,2014
Jing Li,2014
Wendy Hui Wang,2014
A. Imran Nordin,2014
Joo-Yeon Kim,2016
Brian Keegan,2016
Sung-Joon Park,2016
Alice Oh,2016
B. T. Zanden,1989
Jan D. Smeddinck,2016
Regan L. Mandryk,2016
Max V. Birk,2016
Kathrin Gerling,2016
Dietrich Barsilowski,2016
Rainer Malaka,2016
Miriam Sturdee,2016
Paul Coulton,2016
Joseph Lindley,2016
Michael Stead,2016
Haider Ali,2016
Andrew Hudson-Smith,2016
Eun Sun Jung,2016
Thomas K. Waddell,2016
S. Shyam Sundar,2016
Lining Yao,2016
Helene Steiner,2016
Wen Wang,2016
Guanyun Wang,2016
Chin-Yi Cheng,2016
Jifei Ou,2016
Hiroshi Ishii,2016
Anja Thieme,2016
John J. McCarthy,2016
Paula A. Johnson,2016
S. Phillips,2016
Jayne Wallace,2016
Siân Lindley,2016
Karim S. Ladha,2016
Daniel J. Jackson,2016
Diana Nowacka,2016
Ashur Rafiev,2016
Cassim Ladha,2016
Tom Nappey,2016
Mathew Kipling,2016
Peter Wright,2016
Thomas J. Meyer,2016
Patrick Olivier,2016
Jens Müller,2016
Roman Rädle,2016
Harald Reiterer,2016
Felix Kosmalla,2016
Frederik Wiehr,2016
Florian Daiber,2016
Antonio Krüger,2016
Markus Löchtefeld,2016
Kotaro Hara,2016
Christine Chan,2016
Jon E. Froehlich,2016
Christopher Ackad,2016
Martin Tomitsch,2016
Judy Kay,2016
Katie G. Tanaka,2016
Amy Voida,2016
Steve Benford,2016
Adrian Hazzard,2016
Alan Chamberlain,2016
Kevin A. Glover,2016
Chris Greenhalgh,2016
Liming Xu,2016
Michaela Hoare,2016
Dimitrios Darzentas,2016
David Lindlbauer,2016
Jens Emil Grønbæk,2016
Morten Henriksen Birk,2016
Kim Halskov,2016
Marc Alexa,2016
Jörg Müller,2016
Jane Gruning,2016
Siân Lindley,2016
David Kirk,2016
David Chatting,2016
Paulina Yurman,2016
Jo-Anne Bichard,2016
Arne Jansen,2017
Maarten Van Mechelen,2017
Karin Slegers,2017
Umer Farooq,2017
Jonathan Grudin,2017
Ben Shneiderman,2017
Pattie Maes,2017
Xiangshi Ren,2017
Vasilis Vlachokyriakos,2017
Clara Crivellaro,2017
Pete Wright,2017
Evika Karamagioli,2017
Eleni-Revekka Staiou,2017
Dimitris Gouscos,2017
Rowan Thorpe,2017
Antonio Krüger,2017
Johannes Schöning,2017
Matt Jones,2017
Shaun Lawson,2017
Patrick Olivier,2017
Barath Raghavan,2017
Daniel Pargman,2017
Eugene M. Taranta,2017
Amirreza Samiei,2017
Mehran Maghoumi,2017
Pooya Khaloo,2017
Corey Pittman,2017
Joseph J. LaViola,2017
Ya-Hsin Hung,2017
Paul Parsons,2017
LouAnne Boyd,2017
Xinlong Jiang,2017
Gillian R. Hayes,2017
Jeronimo G Grandi,2017
Henrique Galvan Debarba,2017
Luciana Nedel,2017
Anderson Maciel,2017
Effie Le Moignan,2017
Shaun Lawson,2017
Duncan Rowland,2017
Jamie Mahoney,2017
Pamela Briggs,2017
Ranjit Singh,2017
Steven J. Jackson,2017
Anthony Tang,2017
Omid Fakourfar,2017
Phil Adams,2017
Elizabeth L. Murnane,2017
Michael Elfenbein,2017
Elaine Wethington,2017
Michael Rietzler,2017
Katrin Plaumann,2017
Taras Kränzle,2017
Marcel Erath,2017
Alexander Stahl,2017
Enrico Rukzio,2017
Jane L. E,2017
Ilene L. E,2017
James A. Landay,2017
Jessica R. Cauchard,2017
Soojeong Yoo,2017
Christopher Ackad,2017
Tristan Heywood,2017
Judy Kay,2017
Sharon Lynn Chu,2017
Rebecca J. Schlegel,2017
Francis Quek,2017
Andrew G. Christy,2017
Kai-Yuan Chen,2017
Obead Alhadreti,2018
Pam J. Mayhew,2018
Moushumi Sharmin,2018
Monsur Hossain,2018
Abir Saha,2018
Maitraye Das,2018
Margot Maxwell,2018
Shameem Ahmed,2018
Ryo Suzuki,2018
Jun Kato,2018
Mark D. Gross,2018
Tom Yeh,2018
Hassan Khan,2018
Urs Hengartner,2018
Daniel Vogel,2018
Eldon Schoop,2018
James Smith,2018
Bjoern Hartmann,2018
Alexis Hiniker,2018
Bongshin Lee,2018
Julie A. Kientz,2018
Jenny Radesky,2018
Hyunjae Gil,2018
Hyungki Son,2018
Jin-Soo Kim,2018
Ian Oakley,2018
Cale J. Passmore,2018
Max V. Birk,2018
Regan L. Mandryk,2018
Ching Chuan Liu,2018
Juho Kim,2018
Hao-Chuan Wang,2018
Sebastian Prost,2018
Clara Crivellaro,2018
Andy Haddon,2018
Rob Comber,2018
Graham Wilson,2018
Mark McGill,2018
Matthew Jamieson,2018
Julie R. Williamson,2018
Stephen A. Brewster,2018
Sarah Homewood,2018
Janaki Kumar,2013
Mario Herger,2013
Sebastian Deterding,2013
Scott Schnaars,2013
Matt Landes,2013
Erika L. Webb,2013
Kyungjun Lee,2019
Hernisa Kacorri,2019
Nicola Leonardi,2019
Marco Manca,2019
Fabio Paternò,2019
Carmen Santoro,2019
Kin Ming Kwan,2019
Hongbo Fu,2019
Sara Heitlinger,2019
Nick Bryan-Kinns,2019
Rob Comber,2019
Philipp Wacker,2019
Oliver Nowak,2019
Simon Voelker,2019
Jan Borchers,2019
Young Ho Kim,2019
Eun Kyung Choe,2019
Bongshin Lee,2019
Jinwook Seo,2019
Minsuk Chang,2019
Anh Duc Truong,2019
Oliver Wang,2019
Maneesh Agrawala,2019
Juho Kim,2019
Julia Himmelsbach,2019
Stephanie Schwarz,2019
Cornelia Gerdenitsch,2019
Beatrix Wais-Zechmann,2019
Jan Bobeth,2019
Manfred Tscheligi,2019
Hsin-Ruey Tsai,2019
Jun Rekimoto,2019
Bing-Yu Chen,2019
Pooja Desai,2019
Elliot G. Mitchell,2019
Maria L. Hwang,2019
Matthew H. Levine,2019
David J. Albers,2019
Lena Mamykina,2019
Markus Funk,2019
Florian H. Müller,2019
Marco Fendrich,2019
Megan Shene,2019
Moritz Kolvenbach,2019
Niclas Dobbertin,2019
Sebastian Günther,2019
Max Mühlhäuser,2019
Chris Bevan,2019
David Green,2019
Harry Farmer,2019
Mandy Rose,2019
Kirsten Cater,2019
Danae Stanton Fraser,2019
Helen Brown,2019
Danilo Gasques,2019
Janet Elise Johnson,2019
Tommy Sharkey,2019
Nadir Weibel,2019
Ashley E. Walker,2020
Michael J. DeVito,2020
Cynthia L. Bennett,2020
Daniela K. Rosner,2020
Alex S. Taylor,2020
Katta Spiel,2020
Kathrin Gerling,2020
Cynthia L. Bennett,2020
Emeline Brulé,2020
Rua M. Williams,2020
Jennifer A. Rode,2020
Jennifer Mankoff,2020
Emma Dixon,2020
Amanda Lazar,2020
Danilo Gasques,2021
Janet Elise Johnson,2021
Tommy Sharkey,2021
Yuanyuan Feng,2021
Ru Wang,2021
Zhuoqun Xu,2021
Enrique Diaz Guzman Zavala,2021
Yifei Zhang,2021
Wanze Xie,2021
Xinming Zhang,2021
Konrad Davis,2021
Michael C. Yip,2021
Nadir Weibel,2021
Witold Kosiński,1986
Florian 'Floyd' Mueller,2012
Cagdas Toprak,2012
Eberhard Graether,2012
Wouter Walmink,2012
Bert Bongers,2012
Elise van den Hoven,2012
Ahmad Khawaji,2015
Jianlong Zhou,2015
Fang Chen,2015
Nadine Marcus,2015
Pascal Lessel,2015
Maximilian Altmeyer,2015
Antonio Krüger,2015
Haakon Faste,2013
Nir Rachmel,2013
Russell Essary,2013
Evan Sheehan,2013
Joseph 'Jofish' Kaye,2007
Kirsten Boehner,2007
Jarmo Laaksolahti,2007
Anna Ståhl,2007
Christine Satchell,2011
Marcus Foth,2011
Max L. Wilson,2014
Ed H. Chi,2014
Stuart Reeves,2014
David Coyle,2014
Jarinee Chattratichart,2008
Gitte Lindgaard,2008
Desirée Sy,2008
Lynn C. Miller,2008
J. Bryan Lewis,1991
Lawrence Koved,1991
Daniel Ling,1991
Markus Funk,2014
Oliver Korn,2014
Albrecht Schmidt,2014
Wayne D. Gray,2001
Wai-Tat Fu,2001
Antonella De Angeli,2006
Sheryl Brahnam,2006
Peter J. L. Wallis,2006
Alan Dix,2006
Andreas Möller,2014
Matthias Kranz,2014
Stefan Diewald,2014
Luis Roalter,2014
Robert Huitl,2014
Tobias Stockinger,2014
Marion Koelle,2014
Patrick Lindemann,2014
Anthony J. Hornof,2009
Edward Lank,2004
Son L. Phan,2004
Tae-jung Yun,2013
Rosa I. Arriaga,2013
Alexander Baldwin,2014
Daniel Johnson,2014
Peta Wyeth,2014
Madeline Balaam,2013
Judy Robertson,2013
Geraldine Fitzpatrick,2013
Rebecca Say,2013
Gillian R. Hayes,2013
Melissa Mazmanian,2013
Belinda Parmar,2013
Chris Schmandt,1982
Eric A. Hulteen,1982
Leila Takayama,2006
Eser Kandogan,2006
Jonathan D. Cohen,1993
Gijs Huisman,2013
Marco van Hout,2013
Elisabeth M.A.G. van Dijk,2013
Thea van der Geest,2013
Dirk Heylen,2013
Roberto Manduchi,2014
James M. Coughlan,2014
Jarinee Chattratichart,2004
Jaqueline Brodie,2004
Sunyu Hwang,2005
Geehyuk Lee,2005
Wouter van der Hoog,2004
Ianus Keller,2004
Pieter Jan Stappers,2004
Allan MacLean,1991
Victoria Bellotti,1991
Richard A. Young,1991
Thomas M. Moran,1991
Michael Muller,1995
Anne P. McClard,1995
Zi Ye,2010
Hammad Khalid,2010
Mei C. Chuah,2003
Nora Broy,2014
Stefan Schneegass,2014
Florian Alt,2014
Albrecht Schmidt,2014
Eva Ganglbauer,2015
Geraldine Fitzpatrick,2015
Florian Güldenpfennig,2015
Jarrod Knibbe,2014
Diego Martinez Plasencia,2014
Christopher Bainbridge,2014
Chee-Kin Chan,2014
Jiawei Wu,2014
Thomas Cable,2014
Hassan Munir,2014
David Coyle,2014
Melissa Dawe,2007
Steven Strachan,2007
John Williamson,2007
Roderick Murray-Smith,2007
Jennifer Stoll,2008
Craig S. Tashman,2008
William D. Edwards,2008
Kyle Spafford,2008
Alan F. Blackwell,2015
Haimo Zhang,2011
Shengdong Zhao,2011
Mary Hui,2012
Christine Ly,2012
Carman Neustaedter,2012
Sarah A. Douglas,1994
Anant Kartik Mithal,1994
Martin Wattenberg,2003
David R. Millen,2003
Alexander De Luca,2013
Emanuel von Zezschwitz,2013
Laurent Pichler,2013
Heinrich Hussmann,2013
Xiaomu Zhou,2010
Mark S. Ackerman,2010
Kai Zheng,2010
Klen Čopič Pucihar,2014
Paul Coulton,2014
Jason Alexander,2014
Kathrin Probst,2014
David Lindlbauer,2014
Michael J. Haller,2014
Bernhard Schwartz,2014
Andreas Schrempf,2014
Geeta Shroff,2011
Matthew Kam,2011
Olivier Bau,2009
Uros Petrevski,2009
Wendy E. Mackay,2009
Clint Heyer,2008
Margot Brereton,2008
Stephen Viller,2008
Stacey Kuznetsov,2015
Carrie Doonan,2015
Nathan Wilson,2015
Swarna Mohan,2015
Scott E. Hudson,2015
Eric Paulos,2015
Lars Weberg,2001
Torbjörn Brange,2001
Åsa Hansson,2001
Kathrin Gerling,2013
Michael R. Kalyn,2013
Regan L. Mandryk,2013
Keita Higuchi,2015
Yinpeng Chen,2015
Philip A. Chou,2015
Zhengyou Zhang,2015
Zicheng Liu,2015
Kerry Shih-Ping Chang,2012
Brad A. Myers,2012
Rebecca Gulotta,2015
Alex Sciuto,2015
Aisling Kelliher,2015
Jodi Forlizzi,2015
Jina Huh,2010
Kevin Kyung Nam,2010
Nikhil Sharma,2010
Hesham M. Kamel,1999
James A. Landay,1999
Solange Karsenty,1993
Chris Weikart,1993
James A. Landay,1993
Razvan Rughinis,2013
Lauren Wilcox,2010
Jie Lu,2010
Jennifer C. Lai,2010
Steven Feiner,2010
Desmond Jordan,2010
Torben Hansen,2006
Eva Eriksson,2006
Andreas Lykke-Olesen,2006
Shaoyu Wu,2011
Ruck Thawonmas,2011
Kuan-Ta Chen,2011
Neha Kumar,2013
Tapan S. Parikh,2013
Tara Matthews,2013
Steve Whittaker,2013
Hernan Badenes,2013
Barton L. Smith,2013
Michael Muller,2013
Kate Ehrlich,2013
Michelle X. Zhou,2013
Tessa Lau,2013
Jessica Pater,2015
Andrew H. Miller,2015
Elizabeth D. Mynatt,2015
Pamela Briggs,2008
Patrick Olivier,2008
Mahdi Nasrullah Al-Ameen,2015
Matthew Wright,2015
Shannon Scielzo,2015
Susan R. Fussell,2004
Sara Kiesler,2004
Leslie D. Setlock,2004
Peter Scupelli,2004
Suzanne P. Weisband,2004
David Carr,1994
Ming Ki Chong,2011
Hans Gellersen,2011
Ge Gao,2013
Hao-Chuan Wang,2013
Dan Cosley,2013
Susan R. Fussell,2013
Salu Ylirisku,2013
Siân Lindley,2013
Giulio Jacucci,2013
Richard C. Banks,2013
Craig A. Stewart,2013
Abigail Sellen,2013
Richard Harper,2013
Tim Regan,2013
Daniel Avrahami,2007
James Fogarty,2007
Scott E. Hudson,2007
Carman Neustaedter,2013
Lyn Bartram,2013
Aaron Mah,2013
Sameer Patil,2015
Roberto Hoyle,2015
Roman Schlegel,2015
Apu Kapadia,2015
Adam F. Lee,2015
Manu Kumar,2007
Terry Winograd,2007
Edward Tse,2007
Chia Shen,2007
Saul Greenberg,2007
Clifton Forlines,2007
Sven Mayer,2015
Katrin Wolf,2015
Stefan Schneegass,2015
Niels Henze,2015
Miguel A. Nacenta,2008
Regan L. Mandryk,2008
Carl Gutwin,2008
Brian Amento,1999
Will Hill,1999
Loren Terveen,1999
Deborah Hix,1999
Peter Ju,1999
Markus Bylund,2001
Fredrik Espinoza,2001
Michael Muller,1995
Rebecca Carr,1995
Catherine A. Ashworth,1995
Barbara Diekmann,1995
Cathleen Wharton,1995
Cherie Eickstaedt,1995
Joan Clonts,1995
Indrani Medhi,2013
Meera Lakshmanan,2013
Kentaro Toyama,2013
Edward Cutrell,2013
Jakob E. Bardram,2012
Sofiane Gueddana,2012
Steven Houben,2012
Søren Nielsen,2012
Gierad Laput,2013
Mira Dontcheva,2013
Gregg D. Wilensky,2013
Walter Chang,2013
Aseem Agarwala,2013
Jason Linder,2013
Eytan Adar,2013
Manu Kumar,2007
Terry Winograd,2007
Andreas Paepcke,2007
Rafael A. Calvo,2014
Dorian Peters,2014
Daniel Johnson,2014
Yvonne Rogers,2014
Heiko Drewes,2010
Akash Badshah,2012
Sidhant Gupta,2012
Daniel H. Morris,2012
Shwetak N. Patel,2012
Desney S. Tan,2012
Sean Kandel,2008
Andreas Paepcke,2008
Martin Theobald,2008
Hector Garcia-Molina,2008
Eric S. Abelson,2008
Robin Hill,2011
Anna Dickinson,2011
John L. Arnott,2011
Peter Gregor,2011
Louise McIver,2011
Amro Al-Akkad,2014
Leonardo Ramirez,2014
Alexander Boden,2014
Dave Randall,2014
Andreas Zimmermann,2014
Mark Cartwright,2015
Bryan Pardo,2015
Yvonne Jansen,2010
Tom Hope,2009
Yasuhiro Nakamura,2009
Toru Takahashi,2009
Atsushi Nobayashi,2009
Shota Fukuoka,2009
Masahiro Hamasaki,2009
Takuichi Nishimura,2009
Irene Posch,2016
Ebru Kurbak,2016
Ian Renfree,2016
Daniel J. Harrison,2016
Paul Marshall,2016
Katarzyna Stawarz,2016
Anna L. Cox,2016
Andrew Gambino,2016
Jin Young Kim,2016
S. Shyam Sundar,2016
Jun Ge,2016
Mary Beth Rosson,2016
Oliver Beren Kaul,2016
Michael Rohs,2016
Michael Nebeling,2016
Anind K. Dey,2016
Marta E. Cecchinato,2016
Abigail Sellen,2016
Milad Shokouhi,2016
Gavin Smyth,2016
Yoojung Kim,2016
Sookyoung Ji,2016
Hyun-Jeong Lee,2016
Jeong Whun Kim,2016
Sooyoung Yoo,2016
Joongseek Lee,2016
Hanna Hasselqvist,2016
Mia Hesselgren,2016
Cristian Bogdan,2016
Yong Ming Kow,2016
Yubo Kou,2016
Bryan Semaan,2016
Waikuen Cheng,2016
Jingjie Zheng,2016
Daniel Vogel,2016
Daniel Buschek,2016
Alexander De Luca,2016
Florian Alt,2016
Aaron Tabor,2017
Scott Bateman,2017
Erik Scheme,2017
David R. Flatla,2017
Kathrin Gerling,2017
Yuan Jia,2017
Yikun Liu,2017
Xing Yu,2017
Stephen Voida,2017
Keita Higuchi,2017
Ryo Yonetani,2017
Yoichi Sato,2017
Jennifer I. Manuel,2017
Geoff Vigar,2017
Tom Bartindale,2017
Rob Comber,2017
Predrag Klasnja,2017
Eric B. Hekler,2017
Elizabeth J. Korinek,2017
John Harlow,2017
